GBAC,country,host,collection_date,serotype,Topotype,lineage,color
GU125648/VNM/buffalo/2006/O,VNM,buffalo,2006,O,SOUTHEAST-ASIA-SEA,Mya-98,#BEBE29
GU125649/VNM/cattle/2006/O,VNM,cattle,2006,O,SOUTHEAST-ASIA-SEA,Mya-98,#BEBE29
GU125650/VNM/cattle/2006/O,VNM,cattle,2006,O,SOUTHEAST-ASIA-SEA,Mya-98,#BEBE29
GU384682/PAK/cattle/2008/O,PAK,cattle,2008,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,PanAsia-2,#DFDF7B
GU384683/PAK/buffalo/2008/O,PAK,buffalo,2008,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,PanAsia-2,#DFDF7B
GU582115/VNM/Unknown/2009/O,VNM,Unknown,2009,O,SOUTHEAST-ASIA-SEA,Mya-98,#BFBF2C
GU582116/VNM/Unknown/2009/O,VNM,Unknown,2009,O,SOUTHEAST-ASIA-SEA,Mya-98,#BFBF2B
GU931682/CHN/cow/2005/Asia1,CHN,cow,2005,Asia1,ASIA,,#4A9F92
HM008917/CHN/pig/2005/O,CHN,pig,2005,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,PanAsia,#ECEC9A
HM055510/VNM/Unknown/2009/O,VNM,Unknown,2009,O,SOUTHEAST-ASIA-SEA,,#C1C12F
HM067704/UGA/african-buffalo/2007/SAT2,UGA,african-buffalo,2007,SAT2,X,,#D13A05
HM067705/UGA/african-buffalo/2007/SAT2,UGA,african-buffalo,2007,SAT2,X,,#D23B07
HM067706/UGA/african-buffalo/2007/SAT1,UGA,african-buffalo,2007,SAT1,IV-EAST-AFRICA1-EA-1,,#C78A27
HM191257/UGA/cow/2006/O,UGA,cow,2006,O,EAST-AFRICA-2-EA-2,,#BABA1F
HM229661/HKG/pig/2010/O,HKG,pig,2010,O,SOUTHEAST-ASIA-SEA,,#C1C12F
HQ009509/CHN/pig/1999/O,CHN,pig,1999,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,PanAsia,#ECEC9A
HQ113232/PAK/cow/2009/O,PAK,cow,2009,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,PanAsia-2,#E0E07B
HQ113233/AFG/cow/2009/Asia1,AFG,cow,2009,Asia1,ASIA,,#5AAC9F
HQ268509/VNM/Unknown/2004/A,VNM,Unknown,2004,A,ASIA,Sea-97,#B4B0D4
HQ268524/BTN/Unknown/2004/O,BTN,Unknown,2004,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,PanAsia-2,#DFDF7A
HQ631363/CHN/pig/2006/Asia1,CHN,pig,2006,Asia1,ASIA,,#469B8F
HQ632768/MYS/pig/2000/O,MYS,pig,2000,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,PanAsia,#EFEFA0
HQ632769/MYS/cattle/2001/O,MYS,cattle,2001,O,SOUTHEAST-ASIA-SEA,Cam-94,#BEBE28
HQ632770/MYS/cattle/2004/O,MYS,cattle,2004,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,PanAsia-2,#DFDF7A
HQ632771/MYS/pig/2005/O,MYS,pig,2005,O,CATHAY,,#B7B717
HQ632772/MYS/cattle/2007/O,MYS,cattle,2007,O,SOUTHEAST-ASIA-SEA,Mya-98,#BFBF2A
HQ632773/MYS/cattle/2007/A,MYS,cattle,2007,A,ASIA,Sea-97,#B6B1D5
HQ632774/MYS/cattle/1999/Asia1,MYS,cattle,1999,Asia1,ASIA,,#3E9588
HQ832577/IND/Unknown/1999/A,IND,Unknown,1999,A,ASIA,,#A39EC5
HQ832578/IND/Unknown/2003/A,IND,Unknown,2003,A,ASIA,,#A39EC4
HQ832579/IND/buffalo/2003/A,IND,buffalo,2003,A,ASIA,,#A39EC4
HQ832580/IND/cattle/2003/A,IND,cattle,2003,A,ASIA,,#A29DC4
HQ832581/IND/cattle/2004/A,IND,cattle,2004,A,ASIA,,#A29DC3
HQ832582/IND/buffalo/2004/A,IND,buffalo,2004,A,ASIA,,#A29CC3
HQ832583/IND/Unknown/2005/A,IND,Unknown,2005,A,ASIA,,#A29DC3
HQ832584/IND/cattle/2005/A,IND,cattle,2005,A,ASIA,,#A09AC1
HQ832585/IND/Unknown/2005/A,IND,Unknown,2005,A,ASIA,,#9F9AC1
HQ832586/IND/Unknown/2006/A,IND,Unknown,2006,A,ASIA,,#9F9AC1
HQ832588/IND/cattle/2005/A,IND,cattle,2005,A,ASIA,,#9F9AC0
HQ832589/IND/cattle/2006/A,IND,cattle,2006,A,ASIA,,#9F99C0
HQ832590/IND/cattle/2007/A,IND,cattle,2007,A,ASIA,,#A19CC3
HQ832591/IND/cattle/2008/A,IND,cattle,2008,A,ASIA,,#A19CC2
HQ832592/IND/cattle/2009/A,IND,cattle,2009,A,ASIA,,#A19CC2
JF749841/Unknown/Unknown/2006/A,Unknown,Unknown,2006,A,ASIA,Iran-05,#ACA7CC
JF749843/Unknown/Unknown/2006/A,Unknown,Unknown,2006,A,AFRICA,,#827CA7
JF749848/Unknown/Unknown/2003/A,Unknown,Unknown,2003,A,ASIA,,#9E99C0
JF749849/Unknown/Unknown/2002/Asia1,Unknown,Unknown,2002,Asia1,ASIA,,#5AAB9F
JF749851/Unknown/Unknown/2001/O,Unknown,Unknown,2001,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,PanAsia,#ECEC9A
JF749852/Unknown/Unknown/2004/O,Unknown,Unknown,2004,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,PanAsia-2,#DFDF7A
JF749860/Unknown/Unknown/2002/SAT1,Unknown,Unknown,2002,SAT1,I-NORTHWEST-ZIMBABWE-NWZ,,#CE9235
JF749861/Unknown/Unknown/2002/SAT2,Unknown,Unknown,2002,SAT2,IV,,#DD572F
JF749862/Unknown/Unknown/2002/SAT2,Unknown,Unknown,2002,SAT2,X,,#D13B06
JF749864/Unknown/Unknown/2003/SAT2,Unknown,Unknown,2003,SAT2,I,,#DA5025
JN006719/Unknown/Unknown/2008/Asia1,Unknown,Unknown,2008,Asia1,ASIA,,#64B4A7
JN006720/Unknown/Unknown/2009/Asia1,Unknown,Unknown,2009,Asia1,ASIA,,#63B3A7
JN006722/Unknown/Unknown/2008/A,Unknown,Unknown,2008,A,ASIA,Iran-05,#AAA5CA
JN099688/IRQ/cattle/2009/A,IRQ,cattle,2009,A,ASIA,Iran-05,#AFAACE
JN099694/IRQ/cattle/2009/A,IRQ,cattle,2009,A,ASIA,Iran-05,#AEA9CE
JN099697/IRQ/cattle/2009/A,IRQ,cattle,2009,A,ASIA,Iran-05,#AEA9CD
JN099698/IRQ/cattle/2009/A,IRQ,cattle,2009,A,ASIA,Iran-05,#ADA8CD
JN099699/IRQ/cattle/2009/A,IRQ,cattle,2009,A,ASIA,Iran-05,#ADA8CD
JN998085/CHN/pig/2010/O,CHN,pig,2010,O,SOUTHEAST-ASIA-SEA,,#C7C73F
JN998086/CHN/cattle/2010/O,CHN,cattle,2010,O,SOUTHEAST-ASIA-SEA,,#C1C12F
JQ900581/CHN/pig/2010/O,CHN,pig,2010,O,SOUTHEAST-ASIA-SEA,,#C1C12F
JQ973889/CHN/cow/2010/O,CHN,cow,2010,O,SOUTHEAST-ASIA-SEA,,#C1C130
JX014255/EGY/Unknown/2012/SAT2,EGY,Unknown,2012,SAT2,VII,,#D33F0D
JX014256/PSE/cattle/2012/SAT2,PSE,cattle,2012,SAT2,VII,,#D33F0C
JX040485/BGR/pig/2010/O,BGR,pig,2010,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,PanAsia-2,#E4E485
JX040486/BGR/cattle/2011/O,BGR,cattle,2011,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,PanAsia-2,#E4E486
JX040487/BGR/cattle/2011/O,BGR,cattle,2011,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,PanAsia-2,#E4E487
JX040488/BGR/cattle/2011/O,BGR,cattle,2011,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,PanAsia-2,#E4E487
JX040489/BGR/cattle/2011/O,BGR,cattle,2011,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,PanAsia-2,#E4E487
JX040490/BGR/cattle/2011/O,BGR,cattle,2011,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,PanAsia-2,#E4E486
JX040491/TUR/cattle/2010/O,TUR,cattle,2010,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,PanAsia-2,#E3E384
JX040492/TUR/cattle/2010/O,TUR,cattle,2010,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,PanAsia-2,#E3E383
JX040493/TUR/cattle/2010/O,TUR,cattle,2010,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,PanAsia-2,#E3E384
JX040494/TUR/cattle/2010/O,TUR,cattle,2010,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,PanAsia-2,#E3E384
JX040495/TUR/cattle/2010/O,TUR,cattle,2010,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,PanAsia-2,#E3E383
JX040496/TUR/cattle/2010/O,TUR,cattle,2010,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,PanAsia-2,#E4E485
JX040497/TUR/cattle/2010/O,TUR,cattle,2010,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,PanAsia-2,#E3E384
JX040498/TUR/cattle/2010/O,TUR,cattle,2010,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,PanAsia-2,#E3E383
JX040499/TUR/cattle/2011/O,TUR,cattle,2011,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,PanAsia-2,#E4E485
JX040500/TUR/cattle/2011/O,TUR,cattle,2011,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,PanAsia-2,#E3E385
JX040501/ISR/cattle/2011/O,ISR,cattle,2011,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,PanAsia-2,#E2E282
JX066664/BGR/cattle/2011/O,BGR,cattle,2011,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,PanAsia-2,#E4E486
JX066665/BGR/cattle/2011/O,BGR,cattle,2011,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,PanAsia-2,#E4E486
JX570638/GBR/cattle/2007/O,GBR,cattle,2007,O,EUROPE-SOUTH-AMERICA-EURO-SA-SOUTH,,#B2B20B
JX570639/GBR/cattle/2007/O,GBR,cattle,2007,O,EUROPE-SOUTH-AMERICA-EURO-SA-SOUTH,,#B2B20A
JX570640/GBR/cattle/2007/O,GBR,cattle,2007,O,EUROPE-SOUTH-AMERICA-EURO-SA-SOUTH,,#B2B20A
JX570641/GBR/cattle/2007/O,GBR,cattle,2007,O,EUROPE-SOUTH-AMERICA-EURO-SA-SOUTH,,#B2B20A
JX570642/GBR/cattle/2007/O,GBR,cattle,2007,O,EUROPE-SOUTH-AMERICA-EURO-SA-SOUTH,,#B1B109
JX570643/GBR/cattle/2007/O,GBR,cattle,2007,O,EUROPE-SOUTH-AMERICA-EURO-SA-SOUTH,,#B2B20B
JX570644/GBR/cattle/2007/O,GBR,cattle,2007,O,EUROPE-SOUTH-AMERICA-EURO-SA-SOUTH,,#B1B109
JX570645/GBR/cattle/2007/O,GBR,cattle,2007,O,EUROPE-SOUTH-AMERICA-EURO-SA-SOUTH,,#B1B108
JX570646/GBR/cattle/2007/O,GBR,cattle,2007,O,EUROPE-SOUTH-AMERICA-EURO-SA-SOUTH,,#B2B209
JX570647/GBR/cattle/2007/O,GBR,cattle,2007,O,EUROPE-SOUTH-AMERICA-EURO-SA-SOUTH,,#B1B109
JX570648/GBR/cattle/2007/O,GBR,cattle,2007,O,EUROPE-SOUTH-AMERICA-EURO-SA-SOUTH,,#B0B006
JX570649/GBR/cattle/2007/O,GBR,cattle,2007,O,EUROPE-SOUTH-AMERICA-EURO-SA-SOUTH,,#B2B20A
JX570650/GBR/cattle/2007/O,GBR,cattle,2007,O,EUROPE-SOUTH-AMERICA-EURO-SA-SOUTH,,#B1B108
JX570651/GBR/cattle/2007/O,GBR,cattle,2007,O,EUROPE-SOUTH-AMERICA-EURO-SA-SOUTH,,#B1B107
JX570652/GBR/cattle/2007/O,GBR,cattle,2007,O,EUROPE-SOUTH-AMERICA-EURO-SA-SOUTH,,#B1B107
JX570653/GBR/cattle/2007/O,GBR,cattle,2007,O,EUROPE-SOUTH-AMERICA-EURO-SA-SOUTH,,#B1B108
JX570654/GBR/cattle/2007/O,GBR,cattle,2007,O,EUROPE-SOUTH-AMERICA-EURO-SA-SOUTH,,#B1B107
JX570655/GBR/cattle/2007/O,GBR,cattle,2007,O,EUROPE-SOUTH-AMERICA-EURO-SA-SOUTH,,#B1B108
JX869177/GBR/cattle/1967/O,GBR,cattle,1967,O,EUROPE-SOUTH-AMERICA-EURO-SA-SOUTH,,#AFAF02
JX869178/GBR/cattle/1967/O,GBR,cattle,1967,O,EUROPE-SOUTH-AMERICA-EURO-SA-SOUTH,,#AFAF02
JX869179/GBR/cattle/1967/O,GBR,cattle,1967,O,EUROPE-SOUTH-AMERICA-EURO-SA-SOUTH,,#AFAF04
JX869180/GBR/cattle/1967/O,GBR,cattle,1967,O,EUROPE-SOUTH-AMERICA-EURO-SA-SOUTH,,#AFAF04
JX869181/GBR/cattle/1967/O,GBR,cattle,1967,O,EUROPE-SOUTH-AMERICA-EURO-SA-SOUTH,,#B0B005
JX869182/GBR/cattle/1968/O,GBR,cattle,1968,O,EUROPE-SOUTH-AMERICA-EURO-SA-SOUTH,,#AFAF03
JX869183/GBR/cattle/1968/O,GBR,cattle,1968,O,EUROPE-SOUTH-AMERICA-EURO-SA-SOUTH,,#B0B005
JX869184/GBR/cattle/1968/O,GBR,cattle,1968,O,EUROPE-SOUTH-AMERICA-EURO-SA-SOUTH,,#B0B005
JX869185/GBR/cattle/1968/O,GBR,cattle,1968,O,EUROPE-SOUTH-AMERICA-EURO-SA-SOUTH,,#B0B005
JX869186/GBR/cattle/1968/O,GBR,cattle,1968,O,EUROPE-SOUTH-AMERICA-EURO-SA-SOUTH,,#B0B006
JX869187/GBR/cattle/1968/O,GBR,cattle,1968,O,EUROPE-SOUTH-AMERICA-EURO-SA-SOUTH,,#B0B004
JX869188/GBR/sheep/1968/O,GBR,sheep,1968,O,EUROPE-SOUTH-AMERICA-EURO-SA-SOUTH,,#AFAF04
KC412634/CHN/pig/2006/Asia1,CHN,pig,2006,Asia1,ASIA,,#4CA093
KC440881/EGY/Unknown/2011/A,EGY,Unknown,2011,A,AFRICA,,#8580AA
KC440882/EGY/Unknown/2012/A,EGY,Unknown,2012,A,ASIA,Iran-05,#ADA8CD
KC440883/EGY/Unknown/2011/O,EGY,Unknown,2011,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,PanAsia-2,#E6E68A
KC440884/EGY/Unknown/2012/SAT2,EGY,Unknown,2012,SAT2,VII,,#D23D0A
KC462884/CHN/pig/2006/Asia1,CHN,pig,2006,Asia1,ASIA,,#4DA194
KC588943/KOR/cattle/2010/A,KOR,cattle,2010,A,ASIA,Sea-97,#B6B2D5
KF112879/THA/pig/2009/O,THA,pig,2009,O,SOUTHEAST-ASIA-SEA,,#C0C02E
KF112880/MMR/cattle/2009/O,MMR,cattle,2009,O,SOUTHEAST-ASIA-SEA,,#C1C12E
KF112881/MNG/cattle/2010/O,MNG,cattle,2010,O,SOUTHEAST-ASIA-SEA,Mya-98,#C0C02C
KF112882/MNG/cattle/2010/O,MNG,cattle,2010,O,SOUTHEAST-ASIA-SEA,Mya-98,#C0C02C
KF112883/RUS/pig/2010/O,RUS,pig,2010,O,SOUTHEAST-ASIA-SEA,,#C8C840
KF112884/RUS/cattle/2010/O,RUS,cattle,2010,O,SOUTHEAST-ASIA-SEA,Mya-98,#C0C02C
KF112885/JPN/cattle/2010/O,JPN,cattle,2010,O,SOUTHEAST-ASIA-SEA,,#CECE51
KF112886/KOR/cattle/2010/O,KOR,cattle,2010,O,SOUTHEAST-ASIA-SEA,,#C1C130
KF112887/KOR/pig/2010/O,KOR,pig,2010,O,SOUTHEAST-ASIA-SEA,,#C7C73F
KF112888/KOR/cattle/2011/O,KOR,cattle,2011,O,SOUTHEAST-ASIA-SEA,,#C7C740
KF112889/HKG/pig/2010/O,HKG,pig,2010,O,SOUTHEAST-ASIA-SEA,,#C1C130
KF694731/KOR/pig/2002/O,KOR,pig,2002,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,PanAsia,#EEEE9E
KF694732/KOR/pig/2002/O,KOR,pig,2002,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,PanAsia,#EDED9B
KF694733/KOR/pig/2002/O,KOR,pig,2002,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,PanAsia,#EEEE9E
KF694734/KOR/pig/2002/O,KOR,pig,2002,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,PanAsia,#EEEE9E
KF694735/KOR/pig/2002/O,KOR,pig,2002,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,PanAsia,#EDED9D
KF694736/KOR/pig/2002/O,KOR,pig,2002,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,PanAsia,#EDED9D
KF694737/KOR/pig/2002/O,KOR,pig,2002,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,PanAsia,#EDED9B
KF694738/KOR/pig/2002/O,KOR,pig,2002,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,PanAsia,#ECEC9B
KF694739/KOR/pig/2002/O,KOR,pig,2002,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,PanAsia,#EDED9C
KF694740/KOR/pig/2002/O,KOR,pig,2002,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,PanAsia,#EDED9D
KF694741/KOR/pig/2002/O,KOR,pig,2002,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,PanAsia,#EDED9C
KF694742/KOR/pig/2002/O,KOR,pig,2002,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,PanAsia,#EEEE9F
KF694743/KOR/pig/2002/O,KOR,pig,2002,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,PanAsia,#EEEE9E
KF694744/KOR/cow/2002/O,KOR,cow,2002,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,PanAsia,#EDED9C
KF694745/KOR/pig/2002/O,KOR,pig,2002,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,PanAsia,#EDED9D
KF694746/KOR/pig/2002/O,KOR,pig,2002,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,PanAsia,#EEEE9F
KF985189/BGD/cattle/2013/O,BGD,cattle,2013,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,,#D3D35B
KJ206908/BTN/cattle/2013/O,BTN,cattle,2013,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,Ind-2001d,#DBDB6F
KJ206909/LBY/cattle/2013/O,LBY,cattle,2013,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,Ind-2001d,#D9D96A
KJ206910/SAU/cattle/2013/O,SAU,cattle,2013,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,Ind-2001d,#D8D869
KJ560276/GBR/cattle/2007/O,GBR,cattle,2007,O,EUROPE-SOUTH-AMERICA-EURO-SA-SOUTH,,#B3B30D
KJ560277/GBR/cattle/2007/O,GBR,cattle,2007,O,EUROPE-SOUTH-AMERICA-EURO-SA-SOUTH,,#B2B20C
KJ560278/GBR/cattle/2007/O,GBR,cattle,2007,O,EUROPE-SOUTH-AMERICA-EURO-SA-SOUTH,,#B3B30C
KJ560279/GBR/cattle/2007/O,GBR,cattle,2007,O,EUROPE-SOUTH-AMERICA-EURO-SA-SOUTH,,#B3B30C
KJ560280/GBR/cattle/2007/O,GBR,cattle,2007,O,EUROPE-SOUTH-AMERICA-EURO-SA-SOUTH,,#B3B30E
KJ560281/GBR/cattle/2007/O,GBR,cattle,2007,O,EUROPE-SOUTH-AMERICA-EURO-SA-SOUTH,,#B6B614
KJ560282/GBR/cattle/2007/O,GBR,cattle,2007,O,EUROPE-SOUTH-AMERICA-EURO-SA-SOUTH,,#B2B20B
KJ560283/GBR/cattle/2007/O,GBR,cattle,2007,O,EUROPE-SOUTH-AMERICA-EURO-SA-SOUTH,,#B2B20B
KJ560284/GBR/cattle/2007/O,GBR,cattle,2007,O,EUROPE-SOUTH-AMERICA-EURO-SA-SOUTH,,#B3B30D
KJ560285/GBR/cattle/2007/O,GBR,cattle,2007,O,EUROPE-SOUTH-AMERICA-EURO-SA-SOUTH,,#B6B614
KJ560286/GBR/cattle/2007/O,GBR,cattle,2007,O,EUROPE-SOUTH-AMERICA-EURO-SA-SOUTH,,#B3B30E
KJ560287/GBR/cattle/2007/O,GBR,cattle,2007,O,EUROPE-SOUTH-AMERICA-EURO-SA-SOUTH,,#B3B30E
KJ560288/GBR/cattle/2007/O,GBR,cattle,2007,O,EUROPE-SOUTH-AMERICA-EURO-SA-SOUTH,,#B6B614
KJ560289/GBR/cattle/2007/O,GBR,cattle,2007,O,EUROPE-SOUTH-AMERICA-EURO-SA-SOUTH,,#B5B512
KJ560290/GBR/cattle/2007/O,GBR,cattle,2007,O,EUROPE-SOUTH-AMERICA-EURO-SA-SOUTH,,#B6B615
KJ560291/GBR/cattle/2007/O,GBR,cattle,2007,O,EUROPE-SOUTH-AMERICA-EURO-SA-SOUTH,,#B7B716
KJ560292/GBR/cattle/2007/O,GBR,cattle,2007,O,EUROPE-SOUTH-AMERICA-EURO-SA-SOUTH,,#B5B511
KJ560293/GBR/cattle/2007/O,GBR,cattle,2007,O,EUROPE-SOUTH-AMERICA-EURO-SA-SOUTH,,#B6B614
KJ560294/GBR/cattle/2007/O,GBR,cattle,2007,O,EUROPE-SOUTH-AMERICA-EURO-SA-SOUTH,,#B6B615
KJ560295/GBR/cattle/2007/O,GBR,cattle,2007,O,EUROPE-SOUTH-AMERICA-EURO-SA-SOUTH,,#B4B40F
KJ560296/GBR/cattle/2007/O,GBR,cattle,2007,O,EUROPE-SOUTH-AMERICA-EURO-SA-SOUTH,,#B4B410
KJ560297/GBR/sheep/2007/O,GBR,sheep,2007,O,EUROPE-SOUTH-AMERICA-EURO-SA-SOUTH,,#B4B410
KJ560298/GBR/sheep/2007/O,GBR,sheep,2007,O,EUROPE-SOUTH-AMERICA-EURO-SA-SOUTH,,#B4B40F
KJ560299/GBR/sheep/2007/O,GBR,sheep,2007,O,EUROPE-SOUTH-AMERICA-EURO-SA-SOUTH,,#B5B513
KJ560300/GBR/sheep/2007/O,GBR,sheep,2007,O,EUROPE-SOUTH-AMERICA-EURO-SA-SOUTH,,#B4B410
KJ560301/GBR/cattle/2007/O,GBR,cattle,2007,O,EUROPE-SOUTH-AMERICA-EURO-SA-SOUTH,,#B5B511
KJ560302/GBR/cattle/2007/O,GBR,cattle,2007,O,EUROPE-SOUTH-AMERICA-EURO-SA-SOUTH,,#B5B512
KJ560303/GBR/cattle/2007/O,GBR,cattle,2007,O,EUROPE-SOUTH-AMERICA-EURO-SA-SOUTH,,#B5B513
KJ560304/GBR/cattle/2007/O,GBR,cattle,2007,O,EUROPE-SOUTH-AMERICA-EURO-SA-SOUTH,,#B5B513
KJ560305/GBR/cattle/2007/O,GBR,cattle,2007,O,EUROPE-SOUTH-AMERICA-EURO-SA-SOUTH,,#B6B615
KJ560306/GBR/cattle/2007/O,GBR,cattle,2007,O,EUROPE-SOUTH-AMERICA-EURO-SA-SOUTH,,#B7B716
KJ560307/GBR/cattle/2007/O,GBR,cattle,2007,O,EUROPE-SOUTH-AMERICA-EURO-SA-SOUTH,,#B4B411
KJ560308/GBR/cattle/2007/O,GBR,cattle,2007,O,EUROPE-SOUTH-AMERICA-EURO-SA-SOUTH,,#B4B410
KJ560309/GBR/cattle/2007/O,GBR,cattle,2007,O,EUROPE-SOUTH-AMERICA-EURO-SA-SOUTH,,#B7B716
KJ608371/VNM/cattle/2013/A,VNM,cattle,2013,A,ASIA,Sea-97,#AFAACF
KJ754939/BGD/cattle/2013/A,BGD,cattle,2013,A,ASIA,,#A09BC1
KJ820999/UGA/cattle/2013/SAT3,UGA,cattle,2013,SAT3,V-East-Africa-EA,,#457A9A
KJ825801/IND/cattle/2013/O,IND,cattle,2013,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,Ind-2001d,#DBDB70
KJ825802/IND/cattle/2013/O,IND,cattle,2013,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,Ind-2001d,#D7D767
KJ825803/IND/cattle/2013/O,IND,cattle,2013,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,Ind-2001d,#DBDB6F
KJ825804/IND/cattle/2013/O,IND,cattle,2013,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,Ind-2001d,#DDDD75
KJ825805/IND/cattle/2013/O,IND,cattle,2013,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,Ind-2001d,#DDDD75
KJ825806/IND/cattle/2013/O,IND,cattle,2013,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,Ind-2001d,#DDDD75
KJ825807/IND/cattle/2014/O,IND,cattle,2014,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,Ind-2001d,#DDDD74
KJ825808/IND/cattle/2013/O,IND,cattle,2013,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,Ind-2001d,#DBDB70
KJ825809/IND/buffalo/2013/O,IND,buffalo,2013,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,Ind-2001d,#DDDD74
KJ933864/MYS/Unknown/1997/A,MYS,Unknown,1997,A,ASIA,Sea-97,#AFAACF
KM257061/GBR/cattle/2001/O,GBR,cattle,2001,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,PanAsia,#F0F0A4
KM257062/GBR/cattle/2001/O,GBR,cattle,2001,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,PanAsia,#F1F1A7
KM257063/GBR/cattle/2001/O,GBR,cattle,2001,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,PanAsia,#EFEFA2
KM257064/GBR/cattle/2001/O,GBR,cattle,2001,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,PanAsia,#F4F4AD
KM257065/GBR/cattle/2001/O,GBR,cattle,2001,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,PanAsia,#F2F2AA
KM268895/TUR/cattle/2013/O,TUR,cattle,2013,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,PanAsia-2,#E6E68A
KM268896/TUR/cattle/2013/A,TUR,cattle,2013,A,ASIA,Iran-05,#AAA5CA
KM268897/KEN/cattle/2004/C,KEN,cattle,2004,C,AFRICA,,#80A816
KM268898/TUR/cattle/2013/Asia1,TUR,cattle,2013,Asia1,ASIA,,#67B7AA
KM268899/TZA/cattle/2012/SAT1,TZA,cattle,2012,SAT1,I-NORTHWEST-ZIMBABWE-NWZ,,#D2963D
KM268900/TZA/cattle/2012/SAT2,TZA,cattle,2012,SAT2,IV,,#DD572E
KM268901/ZWE/cattle/1991/SAT3,ZWE,cattle,1991,SAT3,I-SOUTHEAST-ZIMBABWE-SEZ,,#75A7C8
KP940473/EGY/cattle/2014/O,EGY,cattle,2014,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,,#D2D258
KP940474/EGY/cattle/2014/A,EGY,cattle,2014,A,AFRICA,,#8680AA
KR108950/ZAF/african-buffalo/2009/SAT3,ZAF,african-buffalo,2009,SAT3,I-SOUTHEAST-ZIMBABWE-SEZ,,#71A3C4
KT968663/CHN/yak/2013/A,CHN,yak,2013,A,ASIA,Sea-97,#B2ADD1
KU127247/SAU/cattle/2015/A,SAU,cattle,2015,A,ASIA,,#A09BC2
KU204893/CHN/pig/2013/O,CHN,pig,2013,O,CATHAY,,#B8B819
