"GBAC","country","host","collection_date","serotype","Topotype","color","lineage"
"GQ406249/VNM/cattle/2009/A","VNM","cattle","2009","A","ASIA","#B8B3D6","Sea-97"
"GQ406250/VNM/cattle/2009/A","VNM","cattle","2009","A","ASIA","#B8B4D7","Sea-97"
"GQ406251/VNM/pig/2009/A","VNM","pig","2009","A","ASIA","#B8B3D7","Sea-97"
"GQ406252/VNM/buffalo/2009/A","VNM","buffalo","2009","A","ASIA","#B8B3D7","Sea-97"
"GQ452295/VNM/cattle/2007/Asia1","VNM","cattle","2007","Asia1","ASIA","#7BA20D",""
"GU125645/VNM/cattle/2007/Asia1","VNM","cattle","2007","Asia1","ASIA","#7BA30F",""
"GU125646/VNM/buffalo/2005/Asia1","VNM","buffalo","2005","Asia1","ASIA","#729900",""
"GU125647/VNM/cattle/2006/O","VNM","cattle","2006","O","III-NORTHWEST-ZIMBABWE-NWZ","#BEBE29","Mya-98"
"GU125648/VNM/buffalo/2006/O","VNM","buffalo","2006","O","III-NORTHWEST-ZIMBABWE-NWZ","#BEBE29","Mya-98"
"GU125649/VNM/cattle/2006/O","VNM","cattle","2006","O","III-NORTHWEST-ZIMBABWE-NWZ","#BEBE29","Mya-98"
"GU125650/VNM/cattle/2006/O","VNM","cattle","2006","O","III-NORTHWEST-ZIMBABWE-NWZ","#BEBE29","Mya-98"
"GU384682/PAK/cattle/2008/O","PAK","cattle","2008","O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#DFDF7B","PanAsia-2"
"GU384683/PAK/buffalo/2008/O","PAK","buffalo","2008","O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#DFDF7B","PanAsia-2"
"GU582115/VNM/Unknown/2009/O","VNM","Unknown","2009","O","III-NORTHWEST-ZIMBABWE-NWZ","#BFBF2C","Mya-98"
"GU582116/VNM/Unknown/2009/O","VNM","Unknown","2009","O","III-NORTHWEST-ZIMBABWE-NWZ","#BFBF2B","Mya-98"
"GU931682/CHN/cow/2005/Asia1","CHN","cow","2005","Asia1","ASIA","#7DA410",""
"HM008917/CHN/pig/2005/O","CHN","pig","2005","O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#EDED9C","PanAsia"
"HM055510/VNM/Unknown/2009/O","VNM","Unknown","2009","O","III-NORTHWEST-ZIMBABWE-NWZ","#C1C130",""
"HM067704/UGA/african-buffalo/2007/SAT2","UGA","african-buffalo","2007","SAT2","X","#477C9C",""
"HM067705/UGA/african-buffalo/2007/SAT2","UGA","african-buffalo","2007","SAT2","X","#487D9D",""
"HM067706/UGA/african-buffalo/2007/SAT1","UGA","african-buffalo","2007","SAT1","IV-EAST-AFRICA1-EA-1","#DB5227",""
"HM191257/UGA/cow/2006/O","UGA","cow","2006","O","EAST-AFRICA-2-EA-2","#BABA1E",""
"HM229661/HKG/pig/2010/O","HKG","pig","2010","O","III-NORTHWEST-ZIMBABWE-NWZ","#C1C12F",""
"HQ009509/CHN/pig/1999/O","CHN","pig","1999","O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#EDED9C","PanAsia"
"HQ113232/PAK/cow/2009/O","PAK","cow","2009","O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#E0E07B","PanAsia-2"
"HQ113233/AFG/cow/2009/Asia1","AFG","cow","2009","Asia1","ASIA","#8AB224",""
"HQ268509/VNM/Unknown/2004/A","VNM","Unknown","2004","A","ASIA","#B4B0D4","Sea-97"
"HQ268524/BTN/Unknown/2004/O","BTN","Unknown","2004","O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#DFDF7A","PanAsia-2"
"HQ631363/CHN/pig/2006/Asia1","CHN","pig","2006","Asia1","ASIA","#79A10C",""
"HQ632768/MYS/pig/2000/O","MYS","pig","2000","O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#EDED9B","PanAsia"
"HQ632769/MYS/cattle/2001/O","MYS","cattle","2001","O","III-NORTHWEST-ZIMBABWE-NWZ","#BEBE28","Cam-94"
"HQ632770/MYS/cattle/2004/O","MYS","cattle","2004","O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#DFDF7A","PanAsia-2"
"HQ632771/MYS/pig/2005/O","MYS","pig","2005","O","CATHAY","#AEAE00",""
"HQ632772/MYS/cattle/2007/O","MYS","cattle","2007","O","III-NORTHWEST-ZIMBABWE-NWZ","#BFBF2A","Mya-98"
"HQ632773/MYS/cattle/2007/A","MYS","cattle","2007","A","ASIA","#B6B1D5","Sea-97"
"HQ632774/MYS/cattle/1999/Asia1","MYS","cattle","1999","Asia1","ASIA","#729900",""
"HQ832577/IND/Unknown/1999/A","IND","Unknown","1999","A","ASIA","#A39EC5",""
"HQ832578/IND/Unknown/2003/A","IND","Unknown","2003","A","ASIA","#A39EC4",""
"HQ832579/IND/buffalo/2003/A","IND","buffalo","2003","A","ASIA","#A39EC4",""
"HQ832580/IND/cattle/2003/A","IND","cattle","2003","A","ASIA","#A29DC4",""
"HQ832581/IND/cattle/2004/A","IND","cattle","2004","A","ASIA","#A29CC3",""
"HQ832582/IND/buffalo/2004/A","IND","buffalo","2004","A","ASIA","#A29DC3",""
"HQ832583/IND/Unknown/2005/A","IND","Unknown","2005","A","ASIA","#A29DC3",""
"HQ832584/IND/cattle/2005/A","IND","cattle","2005","A","ASIA","#9F9AC1",""
"HQ832585/IND/Unknown/2005/A","IND","Unknown","2005","A","ASIA","#9F9AC0",""
"HQ832586/IND/Unknown/2006/A","IND","Unknown","2006","A","ASIA","#9F99C0",""
"HQ832588/IND/cattle/2005/A","IND","cattle","2005","A","ASIA","#A09AC1",""
"HQ832589/IND/cattle/2006/A","IND","cattle","2006","A","ASIA","#9F9AC1",""
"HQ832590/IND/cattle/2007/A","IND","cattle","2007","A","ASIA","#A19CC3",""
"HQ832591/IND/cattle/2008/A","IND","cattle","2008","A","ASIA","#A19CC2",""
"HQ832592/IND/cattle/2009/A","IND","cattle","2009","A","ASIA","#A19CC2",""
"JF749841/Unknown/Unknown/2006/A","Unknown","Unknown","2006","A","ASIA","#ACA7CC","Iran-05"
"JF749843/Unknown/Unknown/2006/A","Unknown","Unknown","2006","A","AFRICA","#847EA8",""
"JF749848/Unknown/Unknown/2003/A","Unknown","Unknown","2003","A","ASIA","#9E99C0",""
"JF749849/Unknown/Unknown/2002/Asia1","Unknown","Unknown","2002","Asia1","ASIA","#89B124",""
"JF749851/Unknown/Unknown/2001/O","Unknown","Unknown","2001","O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#ECEC9A","PanAsia"
"JF749852/Unknown/Unknown/2004/O","Unknown","Unknown","2004","O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#DFDF7A","PanAsia-2"
"JF749860/Unknown/Unknown/2002/SAT1","Unknown","Unknown","2002","SAT1","I-NORTHWEST-ZIMBABWE-NWZ","#DF5C35",""
"JF749861/Unknown/Unknown/2002/SAT2","Unknown","Unknown","2002","SAT2","IV","#5D91B1",""
"JF749862/Unknown/Unknown/2002/SAT2","Unknown","Unknown","2002","SAT2","X","#487C9C",""
"JF749864/Unknown/Unknown/2003/SAT2","Unknown","Unknown","2003","SAT2","I","#588CAC",""
"JN006719/Unknown/Unknown/2008/Asia1","Unknown","Unknown","2008","Asia1","ASIA","#91BA30",""
"JN006720/Unknown/Unknown/2009/Asia1","Unknown","Unknown","2009","Asia1","ASIA","#91B930",""
"JN006722/Unknown/Unknown/2008/A","Unknown","Unknown","2008","A","ASIA","#AAA5CA","Iran-05"
"JN099688/IRQ/cattle/2009/A","IRQ","cattle","2009","A","ASIA","#AFAACE","Iran-05"
"JN099694/IRQ/cattle/2009/A","IRQ","cattle","2009","A","ASIA","#AEA9CE","Iran-05"
"JN099697/IRQ/cattle/2009/A","IRQ","cattle","2009","A","ASIA","#ADA8CD","Iran-05"
"JN099698/IRQ/cattle/2009/A","IRQ","cattle","2009","A","ASIA","#ADA8CD","Iran-05"
"JN099699/IRQ/cattle/2009/A","IRQ","cattle","2009","A","ASIA","#ADA8CD","Iran-05"
"JN998085/CHN/pig/2010/O","CHN","pig","2010","O","III-NORTHWEST-ZIMBABWE-NWZ","#C7C73F",""
"JN998086/CHN/cattle/2010/O","CHN","cattle","2010","O","III-NORTHWEST-ZIMBABWE-NWZ","#C1C12F",""
"JQ900581/CHN/pig/2010/O","CHN","pig","2010","O","III-NORTHWEST-ZIMBABWE-NWZ","#C1C12F",""
"JQ973889/CHN/cow/2010/O","CHN","cow","2010","O","III-NORTHWEST-ZIMBABWE-NWZ","#C1C130",""
"JX014255/EGY/Unknown/2012/SAT2","EGY","Unknown","2012","SAT2","VII","#4B80A0",""
"JX014256/PSE/cattle/2012/SAT2","PSE","cattle","2012","SAT2","VII","#4B7F9F",""
"JX040485/BGR/pig/2010/O","BGR","pig","2010","O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#E4E485","PanAsia-2"
"JX040486/BGR/cattle/2011/O","BGR","cattle","2011","O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#E4E486","PanAsia-2"
"JX040487/BGR/cattle/2011/O","BGR","cattle","2011","O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#E4E487","PanAsia-2"
"JX040488/BGR/cattle/2011/O","BGR","cattle","2011","O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#E4E487","PanAsia-2"
"JX040489/BGR/cattle/2011/O","BGR","cattle","2011","O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#E4E487","PanAsia-2"
"JX040490/BGR/cattle/2011/O","BGR","cattle","2011","O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#E4E486","PanAsia-2"
"JX040491/TUR/cattle/2010/O","TUR","cattle","2010","O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#E3E384","PanAsia-2"
"JX040492/TUR/cattle/2010/O","TUR","cattle","2010","O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#E3E383","PanAsia-2"
"JX040493/TUR/cattle/2010/O","TUR","cattle","2010","O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#E4E485","PanAsia-2"
"JX040494/TUR/cattle/2010/O","TUR","cattle","2010","O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#E3E385","PanAsia-2"
"JX040495/TUR/cattle/2010/O","TUR","cattle","2010","O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#E3E383","PanAsia-2"
"JX040496/TUR/cattle/2010/O","TUR","cattle","2010","O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#E4E485","PanAsia-2"
"JX040497/TUR/cattle/2010/O","TUR","cattle","2010","O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#E3E384","PanAsia-2"
"JX040498/TUR/cattle/2010/O","TUR","cattle","2010","O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#E3E383","PanAsia-2"
"JX040499/TUR/cattle/2011/O","TUR","cattle","2011","O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#E3E384","PanAsia-2"
"JX040500/TUR/cattle/2011/O","TUR","cattle","2011","O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#E3E384","PanAsia-2"
"JX040501/ISR/cattle/2011/O","ISR","cattle","2011","O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#E2E282","PanAsia-2"
"JX066664/BGR/cattle/2011/O","BGR","cattle","2011","O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#E4E486","PanAsia-2"
"JX066665/BGR/cattle/2011/O","BGR","cattle","2011","O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#E4E486","PanAsia-2"
"JX570638/GBR/cattle/2007/O","GBR","cattle","2007","O","EUROPE-SOUTH-AMERICA-EURO-SA-SOUTH","#B4B40F",""
"JX570639/GBR/cattle/2007/O","GBR","cattle","2007","O","EUROPE-SOUTH-AMERICA-EURO-SA-SOUTH","#B4B40F",""
"JX570640/GBR/cattle/2007/O","GBR","cattle","2007","O","EUROPE-SOUTH-AMERICA-EURO-SA-SOUTH","#B4B410",""
"JX570641/GBR/cattle/2007/O","GBR","cattle","2007","O","EUROPE-SOUTH-AMERICA-EURO-SA-SOUTH","#B4B410",""
"JX570642/GBR/cattle/2007/O","GBR","cattle","2007","O","EUROPE-SOUTH-AMERICA-EURO-SA-SOUTH","#B4B410",""
"JX570643/GBR/cattle/2007/O","GBR","cattle","2007","O","EUROPE-SOUTH-AMERICA-EURO-SA-SOUTH","#B4B411",""
"JX570644/GBR/cattle/2007/O","GBR","cattle","2007","O","EUROPE-SOUTH-AMERICA-EURO-SA-SOUTH","#B4B40F",""
"JX570645/GBR/cattle/2007/O","GBR","cattle","2007","O","EUROPE-SOUTH-AMERICA-EURO-SA-SOUTH","#B3B30D",""
"JX570646/GBR/cattle/2007/O","GBR","cattle","2007","O","EUROPE-SOUTH-AMERICA-EURO-SA-SOUTH","#B4B40F",""
"JX570647/GBR/cattle/2007/O","GBR","cattle","2007","O","EUROPE-SOUTH-AMERICA-EURO-SA-SOUTH","#B4B40E",""
"JX570648/GBR/cattle/2007/O","GBR","cattle","2007","O","EUROPE-SOUTH-AMERICA-EURO-SA-SOUTH","#B3B30C",""
"JX570649/GBR/cattle/2007/O","GBR","cattle","2007","O","EUROPE-SOUTH-AMERICA-EURO-SA-SOUTH","#B4B410",""
"JX570650/GBR/cattle/2007/O","GBR","cattle","2007","O","EUROPE-SOUTH-AMERICA-EURO-SA-SOUTH","#B3B30E",""
"JX570651/GBR/cattle/2007/O","GBR","cattle","2007","O","EUROPE-SOUTH-AMERICA-EURO-SA-SOUTH","#B3B30D",""
"JX570652/GBR/cattle/2007/O","GBR","cattle","2007","O","EUROPE-SOUTH-AMERICA-EURO-SA-SOUTH","#B3B30D",""
"JX570653/GBR/cattle/2007/O","GBR","cattle","2007","O","EUROPE-SOUTH-AMERICA-EURO-SA-SOUTH","#B3B30E",""
"JX570654/GBR/cattle/2007/O","GBR","cattle","2007","O","EUROPE-SOUTH-AMERICA-EURO-SA-SOUTH","#B3B30D",""
"JX570655/GBR/cattle/2007/O","GBR","cattle","2007","O","EUROPE-SOUTH-AMERICA-EURO-SA-SOUTH","#B3B30E",""
"JX869177/GBR/cattle/1967/O","GBR","cattle","1967","O","EUROPE-SOUTH-AMERICA-EURO-SA-SOUTH","#B1B108",""
"JX869178/GBR/cattle/1967/O","GBR","cattle","1967","O","EUROPE-SOUTH-AMERICA-EURO-SA-SOUTH","#B1B108",""
"JX869179/GBR/cattle/1967/O","GBR","cattle","1967","O","EUROPE-SOUTH-AMERICA-EURO-SA-SOUTH","#B2B209",""
"JX869180/GBR/cattle/1967/O","GBR","cattle","1967","O","EUROPE-SOUTH-AMERICA-EURO-SA-SOUTH","#B2B20A",""
"JX869181/GBR/cattle/1967/O","GBR","cattle","1967","O","EUROPE-SOUTH-AMERICA-EURO-SA-SOUTH","#B2B20B",""
"JX869182/GBR/cattle/1968/O","GBR","cattle","1968","O","EUROPE-SOUTH-AMERICA-EURO-SA-SOUTH","#B1B109",""
"JX869183/GBR/cattle/1968/O","GBR","cattle","1968","O","EUROPE-SOUTH-AMERICA-EURO-SA-SOUTH","#B2B20B",""
"JX869184/GBR/cattle/1968/O","GBR","cattle","1968","O","EUROPE-SOUTH-AMERICA-EURO-SA-SOUTH","#B2B20C",""
"JX869185/GBR/cattle/1968/O","GBR","cattle","1968","O","EUROPE-SOUTH-AMERICA-EURO-SA-SOUTH","#B2B20A",""
"JX869186/GBR/cattle/1968/O","GBR","cattle","1968","O","EUROPE-SOUTH-AMERICA-EURO-SA-SOUTH","#B2B20A",""
"JX869187/GBR/cattle/1968/O","GBR","cattle","1968","O","EUROPE-SOUTH-AMERICA-EURO-SA-SOUTH","#B2B20B",""
"JX869188/GBR/sheep/1968/O","GBR","sheep","1968","O","EUROPE-SOUTH-AMERICA-EURO-SA-SOUTH","#B2B20B",""
"KC412634/CHN/pig/2006/Asia1","CHN","pig","2006","Asia1","ASIA","#7EA612",""
"KC440881/EGY/Unknown/2011/A","EGY","Unknown","2011","A","AFRICA","#8580AA",""
"KC440882/EGY/Unknown/2012/A","EGY","Unknown","2012","A","ASIA","#ACA7CC","Iran-05"
"KC440883/EGY/Unknown/2011/O","EGY","Unknown","2011","O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#E6E68A","PanAsia-2"
"KC440884/EGY/Unknown/2012/SAT2","EGY","Unknown","2012","SAT2","VII","#4A7F9F",""
"KC462884/CHN/pig/2006/Asia1","CHN","pig","2006","Asia1","ASIA","#7FA614",""
"KC588943/KOR/cattle/2010/A","KOR","cattle","2010","A","ASIA","#B7B3D6","Sea-97"
"KF112879/THA/pig/2009/O","THA","pig","2009","O","III-NORTHWEST-ZIMBABWE-NWZ","#C0C02E",""
"KF112880/MMR/cattle/2009/O","MMR","cattle","2009","O","III-NORTHWEST-ZIMBABWE-NWZ","#C1C12E",""
"KF112881/MNG/cattle/2010/O","MNG","cattle","2010","O","III-NORTHWEST-ZIMBABWE-NWZ","#C0C02C","Mya-98"
"KF112882/MNG/cattle/2010/O","MNG","cattle","2010","O","III-NORTHWEST-ZIMBABWE-NWZ","#C0C02C","Mya-98"
"KF112883/RUS/pig/2010/O","RUS","pig","2010","O","III-NORTHWEST-ZIMBABWE-NWZ","#C8C840",""
"KF112884/RUS/cattle/2010/O","RUS","cattle","2010","O","III-NORTHWEST-ZIMBABWE-NWZ","#C0C02C","Mya-98"
"KF112885/JPN/cattle/2010/O","JPN","cattle","2010","O","III-NORTHWEST-ZIMBABWE-NWZ","#D0D056",""
"KF112886/KOR/cattle/2010/O","KOR","cattle","2010","O","III-NORTHWEST-ZIMBABWE-NWZ","#C1C130",""
"KF112887/KOR/pig/2010/O","KOR","pig","2010","O","III-NORTHWEST-ZIMBABWE-NWZ","#C7C73F",""
"KF112888/KOR/cattle/2011/O","KOR","cattle","2011","O","III-NORTHWEST-ZIMBABWE-NWZ","#C7C740",""
"KF112889/HKG/pig/2010/O","HKG","pig","2010","O","III-NORTHWEST-ZIMBABWE-NWZ","#C1C130",""
"KF694731/KOR/pig/2002/O","KOR","pig","2002","O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#EEEE9F","PanAsia"
"KF694732/KOR/pig/2002/O","KOR","pig","2002","O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#EDED9D","PanAsia"
"KF694733/KOR/pig/2002/O","KOR","pig","2002","O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#EFEFA1","PanAsia"
"KF694734/KOR/pig/2002/O","KOR","pig","2002","O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#EFEFA0","PanAsia"
"KF694735/KOR/pig/2002/O","KOR","pig","2002","O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#EEEE9F","PanAsia"
"KF694736/KOR/pig/2002/O","KOR","pig","2002","O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#EEEE9F","PanAsia"
"KF694737/KOR/pig/2002/O","KOR","pig","2002","O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#EDED9D","PanAsia"
"KF694738/KOR/pig/2002/O","KOR","pig","2002","O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#EDED9D","PanAsia"
"KF694739/KOR/pig/2002/O","KOR","pig","2002","O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#EEEE9E","PanAsia"
"KF694740/KOR/pig/2002/O","KOR","pig","2002","O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#EEEEA0","PanAsia"
"KF694741/KOR/pig/2002/O","KOR","pig","2002","O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#EDED9D","PanAsia"
"KF694742/KOR/pig/2002/O","KOR","pig","2002","O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#EEEE9F","PanAsia"
"KF694743/KOR/pig/2002/O","KOR","pig","2002","O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#EEEEA0","PanAsia"
"KF694744/KOR/cow/2002/O","KOR","cow","2002","O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#EEEE9E","PanAsia"
"KF694745/KOR/pig/2002/O","KOR","pig","2002","O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#EEEE9E","PanAsia"
"KF694746/KOR/pig/2002/O","KOR","pig","2002","O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#EFEFA0","PanAsia"
"KF985189/BGD/cattle/2013/O","BGD","cattle","2013","O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#D3D35B",""
"KJ206908/BTN/cattle/2013/O","BTN","cattle","2013","O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#DBDB6F","Ind-2001d"
"KJ206909/LBY/cattle/2013/O","LBY","cattle","2013","O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#D9D96A","Ind-2001d"
"KJ206910/SAU/cattle/2013/O","SAU","cattle","2013","O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#D8D869","Ind-2001d"
"KJ560276/GBR/cattle/2007/O","GBR","cattle","2007","O","EUROPE-SOUTH-AMERICA-EURO-SA-SOUTH","#B6B614",""
"KJ560277/GBR/cattle/2007/O","GBR","cattle","2007","O","EUROPE-SOUTH-AMERICA-EURO-SA-SOUTH","#B5B512",""
"KJ560278/GBR/cattle/2007/O","GBR","cattle","2007","O","EUROPE-SOUTH-AMERICA-EURO-SA-SOUTH","#B5B513",""
"KJ560279/GBR/cattle/2007/O","GBR","cattle","2007","O","EUROPE-SOUTH-AMERICA-EURO-SA-SOUTH","#B5B513",""
"KJ560280/GBR/cattle/2007/O","GBR","cattle","2007","O","EUROPE-SOUTH-AMERICA-EURO-SA-SOUTH","#B6B613",""
"KJ560281/GBR/cattle/2007/O","GBR","cattle","2007","O","EUROPE-SOUTH-AMERICA-EURO-SA-SOUTH","#B8B818",""
"KJ560282/GBR/cattle/2007/O","GBR","cattle","2007","O","EUROPE-SOUTH-AMERICA-EURO-SA-SOUTH","#B5B511",""
"KJ560283/GBR/cattle/2007/O","GBR","cattle","2007","O","EUROPE-SOUTH-AMERICA-EURO-SA-SOUTH","#B5B511",""
"KJ560284/GBR/cattle/2007/O","GBR","cattle","2007","O","EUROPE-SOUTH-AMERICA-EURO-SA-SOUTH","#B6B614",""
"KJ560285/GBR/cattle/2007/O","GBR","cattle","2007","O","EUROPE-SOUTH-AMERICA-EURO-SA-SOUTH","#B8B81A",""
"KJ560286/GBR/cattle/2007/O","GBR","cattle","2007","O","EUROPE-SOUTH-AMERICA-EURO-SA-SOUTH","#B5B512",""
"KJ560287/GBR/cattle/2007/O","GBR","cattle","2007","O","EUROPE-SOUTH-AMERICA-EURO-SA-SOUTH","#B5B512",""
"KJ560288/GBR/cattle/2007/O","GBR","cattle","2007","O","EUROPE-SOUTH-AMERICA-EURO-SA-SOUTH","#B7B718",""
"KJ560289/GBR/cattle/2007/O","GBR","cattle","2007","O","EUROPE-SOUTH-AMERICA-EURO-SA-SOUTH","#B9B91B",""
"KJ560290/GBR/cattle/2007/O","GBR","cattle","2007","O","EUROPE-SOUTH-AMERICA-EURO-SA-SOUTH","#B7B717",""
"KJ560291/GBR/cattle/2007/O","GBR","cattle","2007","O","EUROPE-SOUTH-AMERICA-EURO-SA-SOUTH","#B9B91B",""
"KJ560292/GBR/cattle/2007/O","GBR","cattle","2007","O","EUROPE-SOUTH-AMERICA-EURO-SA-SOUTH","#B8B819",""
"KJ560293/GBR/cattle/2007/O","GBR","cattle","2007","O","EUROPE-SOUTH-AMERICA-EURO-SA-SOUTH","#B7B718",""
"KJ560294/GBR/cattle/2007/O","GBR","cattle","2007","O","EUROPE-SOUTH-AMERICA-EURO-SA-SOUTH","#B9B91C",""
"KJ560295/GBR/cattle/2007/O","GBR","cattle","2007","O","EUROPE-SOUTH-AMERICA-EURO-SA-SOUTH","#B7B716",""
"KJ560296/GBR/cattle/2007/O","GBR","cattle","2007","O","EUROPE-SOUTH-AMERICA-EURO-SA-SOUTH","#B6B615",""
"KJ560297/GBR/sheep/2007/O","GBR","sheep","2007","O","EUROPE-SOUTH-AMERICA-EURO-SA-SOUTH","#B7B716",""
"KJ560298/GBR/sheep/2007/O","GBR","sheep","2007","O","EUROPE-SOUTH-AMERICA-EURO-SA-SOUTH","#B7B716",""
"KJ560299/GBR/sheep/2007/O","GBR","sheep","2007","O","EUROPE-SOUTH-AMERICA-EURO-SA-SOUTH","#B8B81A",""
"KJ560300/GBR/sheep/2007/O","GBR","sheep","2007","O","EUROPE-SOUTH-AMERICA-EURO-SA-SOUTH","#B6B614",""
"KJ560301/GBR/cattle/2007/O","GBR","cattle","2007","O","EUROPE-SOUTH-AMERICA-EURO-SA-SOUTH","#B7B717",""
"KJ560302/GBR/cattle/2007/O","GBR","cattle","2007","O","EUROPE-SOUTH-AMERICA-EURO-SA-SOUTH","#B8B819",""
"KJ560303/GBR/cattle/2007/O","GBR","cattle","2007","O","EUROPE-SOUTH-AMERICA-EURO-SA-SOUTH","#B9B91B",""
"KJ560304/GBR/cattle/2007/O","GBR","cattle","2007","O","EUROPE-SOUTH-AMERICA-EURO-SA-SOUTH","#B7B717",""
"KJ560305/GBR/cattle/2007/O","GBR","cattle","2007","O","EUROPE-SOUTH-AMERICA-EURO-SA-SOUTH","#B8B819",""
"KJ560306/GBR/cattle/2007/O","GBR","cattle","2007","O","EUROPE-SOUTH-AMERICA-EURO-SA-SOUTH","#B9B91B",""
"KJ560307/GBR/cattle/2007/O","GBR","cattle","2007","O","EUROPE-SOUTH-AMERICA-EURO-SA-SOUTH","#B6B615",""
"KJ560308/GBR/cattle/2007/O","GBR","cattle","2007","O","EUROPE-SOUTH-AMERICA-EURO-SA-SOUTH","#B6B615",""
"KJ560309/GBR/cattle/2007/O","GBR","cattle","2007","O","EUROPE-SOUTH-AMERICA-EURO-SA-SOUTH","#B9B91C",""
"KJ608371/VNM/cattle/2013/A","VNM","cattle","2013","A","ASIA","#AFAACF","Sea-97"
"KJ754939/BGD/cattle/2013/A","BGD","cattle","2013","A","ASIA","#A09BC1",""
"KJ820999/UGA/cattle/2013/SAT3","UGA","cattle","2013","SAT3","V-East-Africa-EA","#B67602",""
"KJ825801/IND/cattle/2013/O","IND","cattle","2013","O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#DBDB70","Ind-2001d"
"KJ825802/IND/cattle/2013/O","IND","cattle","2013","O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#D7D767","Ind-2001d"
"KJ825803/IND/cattle/2013/O","IND","cattle","2013","O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#DBDB6F","Ind-2001d"
"KJ825804/IND/cattle/2013/O","IND","cattle","2013","O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#DDDD74","Ind-2001d"
"KJ825805/IND/cattle/2013/O","IND","cattle","2013","O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#DDDD75","Ind-2001d"
"KJ825806/IND/cattle/2013/O","IND","cattle","2013","O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#DDDD74","Ind-2001d"
"KJ825807/IND/cattle/2014/O","IND","cattle","2014","O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#DDDD74","Ind-2001d"
"KJ825808/IND/cattle/2013/O","IND","cattle","2013","O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#DBDB70","Ind-2001d"
"KJ825809/IND/buffalo/2013/O","IND","buffalo","2013","O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#DDDD75","Ind-2001d"
"KJ933864/MYS/Unknown/1997/A","MYS","Unknown","1997","A","ASIA","#AFAACF","Sea-97"
"KM257061/GBR/cattle/2001/O","GBR","cattle","2001","O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#F2F2A8","PanAsia"
