"GBAC","country","host","collection_date","serotype","Topotype","color"
"KF694744/KOR/cow/2002/O","KOR","cow",2002,"O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#D9D96B"
"KF694745/KOR/pig/2002/O","KOR","pig",2002,"O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#DADA6C"
"KF694746/KOR/pig/2002/O","KOR","pig",2002,"O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#DBDB71"
"KF985189/BGD/cattle/2013/O","BGD","cattle",2013,"O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#AFAF04"
"KJ206908/BTN/cattle/2013/O","BTN","cattle",2013,"O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#B7B717"
"KJ206909/LBY/cattle/2013/O","LBY","cattle",2013,"O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#BABA1E"
"KJ206910/SAU/cattle/2013/O","SAU","cattle",2013,"O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#B8B81B"
"KJ560276/GBR/cattle/2007/O","GBR","cattle",2007,"O","EUROPE-SOUTH-AMERICA-EURO-SA-SOUTH","#E1A85E"
"KJ560277/GBR/cattle/2007/O","GBR","cattle",2007,"O","EUROPE-SOUTH-AMERICA-EURO-SA-SOUTH","#E2A960"
"KJ560278/GBR/cattle/2007/O","GBR","cattle",2007,"O","EUROPE-SOUTH-AMERICA-EURO-SA-SOUTH","#F1BA7E"
"KJ560279/GBR/cattle/2007/O","GBR","cattle",2007,"O","EUROPE-SOUTH-AMERICA-EURO-SA-SOUTH","#EEB779"
"KJ560280/GBR/cattle/2007/O","GBR","cattle",2007,"O","EUROPE-SOUTH-AMERICA-EURO-SA-SOUTH","#D79C48"
"KJ560281/GBR/cattle/2007/O","GBR","cattle",2007,"O","EUROPE-SOUTH-AMERICA-EURO-SA-SOUTH","#DCA254"
"KJ560282/GBR/cattle/2007/O","GBR","cattle",2007,"O","EUROPE-SOUTH-AMERICA-EURO-SA-SOUTH","#FDC898"
"KJ560283/GBR/cattle/2007/O","GBR","cattle",2007,"O","EUROPE-SOUTH-AMERICA-EURO-SA-SOUTH","#EDB678"
"KJ560284/GBR/cattle/2007/O","GBR","cattle",2007,"O","EUROPE-SOUTH-AMERICA-EURO-SA-SOUTH","#E8AF6C"
"KJ560285/GBR/cattle/2007/O","GBR","cattle",2007,"O","EUROPE-SOUTH-AMERICA-EURO-SA-SOUTH","#D89E4B"
"KJ560286/GBR/cattle/2007/O","GBR","cattle",2007,"O","EUROPE-SOUTH-AMERICA-EURO-SA-SOUTH","#DAA04F"
"KJ560287/GBR/cattle/2007/O","GBR","cattle",2007,"O","EUROPE-SOUTH-AMERICA-EURO-SA-SOUTH","#E6AE68"
"KJ560288/GBR/cattle/2007/O","GBR","cattle",2007,"O","EUROPE-SOUTH-AMERICA-EURO-SA-SOUTH","#F4BD85"
"KJ560289/GBR/cattle/2007/O","GBR","cattle",2007,"O","EUROPE-SOUTH-AMERICA-EURO-SA-SOUTH","#DFA559"
"KJ560290/GBR/cattle/2007/O","GBR","cattle",2007,"O","EUROPE-SOUTH-AMERICA-EURO-SA-SOUTH","#F0B97D"
"KJ560291/GBR/cattle/2007/O","GBR","cattle",2007,"O","EUROPE-SOUTH-AMERICA-EURO-SA-SOUTH","#D89D49"
"KJ560292/GBR/cattle/2007/O","GBR","cattle",2007,"O","EUROPE-SOUTH-AMERICA-EURO-SA-SOUTH","#ECB474"
"KJ560293/GBR/cattle/2007/O","GBR","cattle",2007,"O","EUROPE-SOUTH-AMERICA-EURO-SA-SOUTH","#E0A75C"
"KJ560294/GBR/cattle/2007/O","GBR","cattle",2007,"O","EUROPE-SOUTH-AMERICA-EURO-SA-SOUTH","#E9B16F"
"KJ560295/GBR/cattle/2007/O","GBR","cattle",2007,"O","EUROPE-SOUTH-AMERICA-EURO-SA-SOUTH","#F2BB80"
"KJ560296/GBR/cattle/2007/O","GBR","cattle",2007,"O","EUROPE-SOUTH-AMERICA-EURO-SA-SOUTH","#C78925"
"KJ560297/GBR/sheep/2007/O","GBR","sheep",2007,"O","EUROPE-SOUTH-AMERICA-EURO-SA-SOUTH","#C58722"
"KJ560298/GBR/sheep/2007/O","GBR","sheep",2007,"O","EUROPE-SOUTH-AMERICA-EURO-SA-SOUTH","#C3851F"
"KJ560299/GBR/sheep/2007/O","GBR","sheep",2007,"O","EUROPE-SOUTH-AMERICA-EURO-SA-SOUTH","#FAC593"
"KJ560300/GBR/sheep/2007/O","GBR","sheep",2007,"O","EUROPE-SOUTH-AMERICA-EURO-SA-SOUTH","#C68824"
"KJ560301/GBR/cattle/2007/O","GBR","cattle",2007,"O","EUROPE-SOUTH-AMERICA-EURO-SA-SOUTH","#C78A27"
"KJ560302/GBR/cattle/2007/O","GBR","cattle",2007,"O","EUROPE-SOUTH-AMERICA-EURO-SA-SOUTH","#FEC99A"
"KJ560303/GBR/cattle/2007/O","GBR","cattle",2007,"O","EUROPE-SOUTH-AMERICA-EURO-SA-SOUTH","#CB8F30"
"KJ560304/GBR/cattle/2007/O","GBR","cattle",2007,"O","EUROPE-SOUTH-AMERICA-EURO-SA-SOUTH","#D2963D"
"KJ560305/GBR/cattle/2007/O","GBR","cattle",2007,"O","EUROPE-SOUTH-AMERICA-EURO-SA-SOUTH","#D0943A"
"KJ560306/GBR/cattle/2007/O","GBR","cattle",2007,"O","EUROPE-SOUTH-AMERICA-EURO-SA-SOUTH","#CC9031"
"KJ560307/GBR/cattle/2007/O","GBR","cattle",2007,"O","EUROPE-SOUTH-AMERICA-EURO-SA-SOUTH","#CF9338"
"KJ560308/GBR/cattle/2007/O","GBR","cattle",2007,"O","EUROPE-SOUTH-AMERICA-EURO-SA-SOUTH","#CE9235"
"KJ560309/GBR/cattle/2007/O","GBR","cattle",2007,"O","EUROPE-SOUTH-AMERICA-EURO-SA-SOUTH","#D1953C"
"KJ825801/IND/cattle/2013/O","IND","cattle",2013,"O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#BEBE29"
"KJ825802/IND/cattle/2013/O","IND","cattle",2013,"O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#B9B91C"
"KJ825803/IND/cattle/2013/O","IND","cattle",2013,"O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#BEBE29"
"KJ825804/IND/cattle/2013/O","IND","cattle",2013,"O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#C4C437"
"KJ825805/IND/cattle/2013/O","IND","cattle",2013,"O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#C4C436"
"KJ825806/IND/cattle/2013/O","IND","cattle",2013,"O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#C3C336"
"KJ825807/IND/cattle/2014/O","IND","cattle",2014,"O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#C3C335"
"KJ825808/IND/cattle/2013/O","IND","cattle",2013,"O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#BEBE28"
"KJ825809/IND/buffalo/2013/O","IND","buffalo",2013,"O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#C3C334"
"KM257061/GBR/cattle/2001/O","GBR","cattle",2001,"O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#E0E07D"
"KM257062/GBR/cattle/2001/O","GBR","cattle",2001,"O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#E7E78D"
"KM257063/GBR/cattle/2001/O","GBR","cattle",2001,"O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#DFDF79"
"KM257064/GBR/cattle/2001/O","GBR","cattle",2001,"O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#DFDF7B"
"KM257065/GBR/cattle/2001/O","GBR","cattle",2001,"O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#E1E17F"
"KM268895/TUR/cattle/2013/O","TUR","cattle",2013,"O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#F3F3AB"
"KP940473/EGY/cattle/2014/O","EGY","cattle",2014,"O","MIDDLE-EAST-SOUTH-ASIA-ME-SA",NA
"KU204893/CHN/pig/2013/O","CHN","pig",2013,"O","CATHAY","#6EBCAF"
"KU204894/CHN/pig/2013/O","CHN","pig",2013,"O","CATHAY","#69B8AB"
"KU291242/MAR/cow/2015/O","MAR","cow",2015,"O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#BBBB20"
"KU726614/GRC/sheep/1994/O","GRC","sheep",1994,"O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#AEAE00"
"KU821591/ZMB/cow/2010/O","ZMB","cow",2010,"O","EAST-AFRICA-2-EA-2","#6FA2C3"
"KX162590/KOR/pig/2014/O","KOR","pig",2014,"O","III-NORTHWEST-ZIMBABWE-NWZ","#908BB3"
"KX534089/KOR/pig/2016/O","KOR","pig",2016,"O","III-NORTHWEST-ZIMBABWE-NWZ","#8F89B2"
"KX712091/BGD/pig/2015/O","BGD","pig",2015,"O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#B3B30D"
"KY072818/CHN/cattle/1959/O","CHN","cattle",1959,"O","CATHAY","#3D9487"
"KY086465/KOR/pig/2016/O","KOR","pig",2016,"O","III-NORTHWEST-ZIMBABWE-NWZ","#8F8AB3"
"KY086466/KOR/pig/2016/O","KOR","pig",2016,"O","III-NORTHWEST-ZIMBABWE-NWZ","#908AB3"
"KY234501/CHN/cow/2011/O","CHN","cow",2011,"O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#CBCB47"
"KY234502/CHN/pig/2015/O","CHN","pig",2015,"O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#C7C73F"
"KY322670/LAO/cattle/2013/O","LAO","cattle",2013,"O","III-NORTHWEST-ZIMBABWE-NWZ","#857FAA"
"KY322671/MYS/cattle/2014/O","MYS","cattle",2014,"O","III-NORTHWEST-ZIMBABWE-NWZ","#8580AA"
"KY322672/MYS/cattle/2014/O","MYS","cattle",2014,"O","III-NORTHWEST-ZIMBABWE-NWZ","#8983AD"
"KY322673/MYS/cattle/2014/O","MYS","cattle",2014,"O","III-NORTHWEST-ZIMBABWE-NWZ","#847EA9"
"KY444644/THA/pig/2013/O","THA","pig",2013,"O","III-NORTHWEST-ZIMBABWE-NWZ","#847EA8"
"KY444645/THA/pig/2016/O","THA","pig",2016,"O","III-NORTHWEST-ZIMBABWE-NWZ","#8A84AE"
"KY444646/THA/pig/2016/O","THA","pig",2016,"O","III-NORTHWEST-ZIMBABWE-NWZ","#8B85AF"
"KY444647/THA/pig/2016/O","THA","pig",2016,"O","III-NORTHWEST-ZIMBABWE-NWZ","#8983AD"
"KY444648/THA/pig/2016/O","THA","pig",2016,"O","III-NORTHWEST-ZIMBABWE-NWZ","#8A85AE"
"KY444649/THA/pig/2016/O","THA","pig",2016,"O","III-NORTHWEST-ZIMBABWE-NWZ","#8A84AE"
"KY446903/PAK/water-buffalo/2005/O","PAK","water-buffalo",2005,"O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#AEAE00"
"KY657269/VNM/pig/2015/O","VNM","pig",2015,"O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#C2C233"
"LC036265/JPN/cattle/2010/O","JPN","cattle",2010,"O","III-NORTHWEST-ZIMBABWE-NWZ","#CFCBEB"
"LC149617/JPN/cow/2010/O","JPN","cow",2010,"O","III-NORTHWEST-ZIMBABWE-NWZ","#A9A4C9"
"LC149618/JPN/cow/2010/O","JPN","cow",2010,"O","III-NORTHWEST-ZIMBABWE-NWZ","#B4AFD3"
"LC149619/JPN/cow/2010/O","JPN","cow",2010,"O","III-NORTHWEST-ZIMBABWE-NWZ","#C5C1E2"
"LC149620/JPN/cow/2010/O","JPN","cow",2010,"O","III-NORTHWEST-ZIMBABWE-NWZ","#C9C5E6"
"LC149621/JPN/wild-water-buffalo/2010/O","JPN","wild-water-buffalo",2010,"O","III-NORTHWEST-ZIMBABWE-NWZ","#C8C4E5"
"LC149622/JPN/cow/2010/O","JPN","cow",2010,"O","III-NORTHWEST-ZIMBABWE-NWZ","#C2BEE0"
"LC149623/JPN/cow/2010/O","JPN","cow",2010,"O","III-NORTHWEST-ZIMBABWE-NWZ","#BAB6D9"
"LC149624/JPN/pig/2010/O","JPN","pig",2010,"O","III-NORTHWEST-ZIMBABWE-NWZ","#B4AFD3"
"LC149625/JPN/cow/2010/O","JPN","cow",2010,"O","III-NORTHWEST-ZIMBABWE-NWZ","#AFAACF"
"LC149626/JPN/cow/2010/O","JPN","cow",2010,"O","III-NORTHWEST-ZIMBABWE-NWZ","#C4C0E2"
"LC149627/JPN/pig/2010/O","JPN","pig",2010,"O","III-NORTHWEST-ZIMBABWE-NWZ","#CAC6E7"
"LC149628/JPN/pig/2010/O","JPN","pig",2010,"O","III-NORTHWEST-ZIMBABWE-NWZ","#B1ACD1"
"LC149629/JPN/cow/2010/O","JPN","cow",2010,"O","III-NORTHWEST-ZIMBABWE-NWZ","#CBC7E8"
"LC149631/JPN/cow/2010/O","JPN","cow",2010,"O","III-NORTHWEST-ZIMBABWE-NWZ","#B0ABCF"
"LC149632/JPN/pig/2010/O","JPN","pig",2010,"O","III-NORTHWEST-ZIMBABWE-NWZ","#B6B1D5"
"LC149633/JPN/pig/2010/O","JPN","pig",2010,"O","III-NORTHWEST-ZIMBABWE-NWZ","#C0BCDE"
"LC149634/JPN/pig/2010/O","JPN","pig",2010,"O","III-NORTHWEST-ZIMBABWE-NWZ","#B9B5D8"
"LC149636/JPN/cow/2010/O","JPN","cow",2010,"O","III-NORTHWEST-ZIMBABWE-NWZ","#B5B1D4"
"LC149637/JPN/pig/2010/O","JPN","pig",2010,"O","III-NORTHWEST-ZIMBABWE-NWZ","#B0ACD0"
"LC149638/JPN/cow/2010/O","JPN","cow",2010,"O","III-NORTHWEST-ZIMBABWE-NWZ","#CCC8E8"
"LC149639/JPN/pig/2010/O","JPN","pig",2010,"O","III-NORTHWEST-ZIMBABWE-NWZ","#BBB7D9"
"LC149640/JPN/cow/2010/O","JPN","cow",2010,"O","III-NORTHWEST-ZIMBABWE-NWZ","#BCB7DA"
"LC149641/JPN/pig/2010/O","JPN","pig",2010,"O","III-NORTHWEST-ZIMBABWE-NWZ","#C5C0E2"
"LC149642/JPN/cow/2010/O","JPN","cow",2010,"O","III-NORTHWEST-ZIMBABWE-NWZ","#B3AED3"
"LC149643/JPN/pig/2010/O","JPN","pig",2010,"O","III-NORTHWEST-ZIMBABWE-NWZ","#BBB7DA"
"LC149644/JPN/cow/2010/O","JPN","cow",2010,"O","III-NORTHWEST-ZIMBABWE-NWZ","#AAA5CA"
"LC149645/JPN/cow/2010/O","JPN","cow",2010,"O","III-NORTHWEST-ZIMBABWE-NWZ","#C2BDDF"
"LC149646/JPN/pig/2010/O","JPN","pig",2010,"O","III-NORTHWEST-ZIMBABWE-NWZ","#B3AED2"
"LC149647/JPN/cow/2010/O","JPN","cow",2010,"O","III-NORTHWEST-ZIMBABWE-NWZ","#BEBADC"
"LC149648/JPN/cow/2010/O","JPN","cow",2010,"O","III-NORTHWEST-ZIMBABWE-NWZ","#D0CCEC"
"LC149649/JPN/pig/2010/O","JPN","pig",2010,"O","III-NORTHWEST-ZIMBABWE-NWZ","#B7B3D6"
"LC149650/JPN/cow/2010/O","JPN","cow",2010,"O","III-NORTHWEST-ZIMBABWE-NWZ","#CCC7E8"
"LC149651/JPN/cow/2010/O","JPN","cow",2010,"O","III-NORTHWEST-ZIMBABWE-NWZ","#ABA6CC"
"LC149652/JPN/pig/2010/O","JPN","pig",2010,"O","III-NORTHWEST-ZIMBABWE-NWZ","#C1BDDF"
"LC149653/JPN/pig/2010/O","JPN","pig",2010,"O","III-NORTHWEST-ZIMBABWE-NWZ","#B0ABD0"
"LC149654/JPN/cow/2010/O","JPN","cow",2010,"O","III-NORTHWEST-ZIMBABWE-NWZ","#C5C1E3"
"LC149655/JPN/cow/2010/O","JPN","cow",2010,"O","III-NORTHWEST-ZIMBABWE-NWZ","#C0BBDD"
"LC149656/JPN/cow/2010/O","JPN","cow",2010,"O","III-NORTHWEST-ZIMBABWE-NWZ","#BEB9DC"
"LC149657/JPN/pig/2010/O","JPN","pig",2010,"O","III-NORTHWEST-ZIMBABWE-NWZ","#CCC8E9"
"LC149658/JPN/pig/2010/O","JPN","pig",2010,"O","III-NORTHWEST-ZIMBABWE-NWZ","#B6B1D5"
"LC149659/JPN/cow/2010/O","JPN","cow",2010,"O","III-NORTHWEST-ZIMBABWE-NWZ","#C0BCDE"
"LC149660/JPN/cow/2010/O","JPN","cow",2010,"O","III-NORTHWEST-ZIMBABWE-NWZ","#ABA6CB"
"LC149661/JPN/cow/2010/O","JPN","cow",2010,"O","III-NORTHWEST-ZIMBABWE-NWZ","#CBC7E7"
"LC149663/JPN/cow/2010/O","JPN","cow",2010,"O","III-NORTHWEST-ZIMBABWE-NWZ","#B9B4D7"
"LC149664/JPN/cow/2010/O","JPN","cow",2010,"O","III-NORTHWEST-ZIMBABWE-NWZ","#B7B2D5"
"LC149665/JPN/cow/2010/O","JPN","cow",2010,"O","III-NORTHWEST-ZIMBABWE-NWZ","#B5B0D4"
"LC149666/JPN/cow/2010/O","JPN","cow",2010,"O","III-NORTHWEST-ZIMBABWE-NWZ","#AEA9CE"
"LC149667/JPN/cow/2010/O","JPN","cow",2010,"O","III-NORTHWEST-ZIMBABWE-NWZ","#CDC9E9"
"LC149668/JPN/cow/2010/O","JPN","cow",2010,"O","III-NORTHWEST-ZIMBABWE-NWZ","#BEB9DC"
"LC149669/JPN/cow/2010/O","JPN","cow",2010,"O","III-NORTHWEST-ZIMBABWE-NWZ","#C7C2E4"
"LC149670/JPN/cow/2010/O","JPN","cow",2010,"O","III-NORTHWEST-ZIMBABWE-NWZ","#B2AED2"
"LC149671/JPN/cow/2010/O","JPN","cow",2010,"O","III-NORTHWEST-ZIMBABWE-NWZ","#ACA7CC"
"LC149672/JPN/cow/2010/O","JPN","cow",2010,"O","III-NORTHWEST-ZIMBABWE-NWZ","#B4B0D4"
"LC149673/JPN/cow/2010/O","JPN","cow",2010,"O","III-NORTHWEST-ZIMBABWE-NWZ","#BDB9DB"
"LC149674/JPN/cow/2010/O","JPN","cow",2010,"O","III-NORTHWEST-ZIMBABWE-NWZ","#BBB6D9"
"LC149675/JPN/cow/2010/O","JPN","cow",2010,"O","III-NORTHWEST-ZIMBABWE-NWZ","#C7C3E4"
"LC149676/JPN/pig/2010/O","JPN","pig",2010,"O","III-NORTHWEST-ZIMBABWE-NWZ","#BCB8DB"
"LC149677/JPN/cow/2010/O","JPN","cow",2010,"O","III-NORTHWEST-ZIMBABWE-NWZ","#D1CDED"
"LC149679/JPN/pig/2010/O","JPN","pig",2010,"O","III-NORTHWEST-ZIMBABWE-NWZ","#CECAEB"
"LC149680/JPN/cow/2010/O","JPN","cow",2010,"O","III-NORTHWEST-ZIMBABWE-NWZ","#BFBADD"
"LC149681/JPN/cow/2010/O","JPN","cow",2010,"O","III-NORTHWEST-ZIMBABWE-NWZ","#CFCBEB"
"LC149682/JPN/cow/2010/O","JPN","cow",2010,"O","III-NORTHWEST-ZIMBABWE-NWZ","#BDB8DB"
"LC149683/JPN/cow/2010/O","JPN","cow",2010,"O","III-NORTHWEST-ZIMBABWE-NWZ","#ABA6CB"
"LC149684/JPN/pig/2010/O","JPN","pig",2010,"O","III-NORTHWEST-ZIMBABWE-NWZ","#C8C4E5"
"LC149685/JPN/cow/2010/O","JPN","cow",2010,"O","III-NORTHWEST-ZIMBABWE-NWZ","#C4BFE1"
"LC149686/JPN/cow/2010/O","JPN","cow",2010,"O","III-NORTHWEST-ZIMBABWE-NWZ","#AFAACE"
"LC149687/JPN/cow/2010/O","JPN","cow",2010,"O","III-NORTHWEST-ZIMBABWE-NWZ","#C1BCDF"
"LC149688/JPN/pig/2010/O","JPN","pig",2010,"O","III-NORTHWEST-ZIMBABWE-NWZ","#CAC6E7"
"LC149689/JPN/cow/2010/O","JPN","cow",2010,"O","III-NORTHWEST-ZIMBABWE-NWZ","#C3BFE1"
"LC149690/JPN/pig/2010/O","JPN","pig",2010,"O","III-NORTHWEST-ZIMBABWE-NWZ","#AAA5CA"
"LC149692/JPN/pig/2010/O","JPN","pig",2010,"O","III-NORTHWEST-ZIMBABWE-NWZ","#BAB5D8"
"LC149693/JPN/cow/2010/O","JPN","cow",2010,"O","III-NORTHWEST-ZIMBABWE-NWZ","#C2BEE0"
"LC149694/JPN/cow/2010/O","JPN","cow",2010,"O","III-NORTHWEST-ZIMBABWE-NWZ","#CECAEA"
"LC149695/JPN/cow/2010/O","JPN","cow",2010,"O","III-NORTHWEST-ZIMBABWE-NWZ","#C7C3E4"
"LC149696/JPN/cow/2010/O","JPN","cow",2010,"O","III-NORTHWEST-ZIMBABWE-NWZ","#B8B4D7"
"LC149697/JPN/pig/2010/O","JPN","pig",2010,"O","III-NORTHWEST-ZIMBABWE-NWZ","#B8B3D7"
"LC149698/JPN/cow/2010/O","JPN","cow",2010,"O","III-NORTHWEST-ZIMBABWE-NWZ","#B2ADD1"
"LC149699/JPN/cow/2010/O","JPN","cow",2010,"O","III-NORTHWEST-ZIMBABWE-NWZ","#CECAEA"
"LC149700/JPN/cow/2010/O","JPN","cow",2010,"O","III-NORTHWEST-ZIMBABWE-NWZ","#B7B2D6"
"LC149702/JPN/pig/2010/O","JPN","pig",2010,"O","III-NORTHWEST-ZIMBABWE-NWZ","#C3BFE0"
"LC149704/JPN/cow/2010/O","JPN","cow",2010,"O","III-NORTHWEST-ZIMBABWE-NWZ","#C6C2E3"
"LC149705/JPN/cow/2010/O","JPN","cow",2010,"O","III-NORTHWEST-ZIMBABWE-NWZ","#B1ACD0"
"LC149706/JPN/cow/2010/O","JPN","cow",2010,"O","III-NORTHWEST-ZIMBABWE-NWZ","#CDC9EA"
"LC149707/JPN/cow/2010/O","JPN","cow",2010,"O","III-NORTHWEST-ZIMBABWE-NWZ","#ADA8CD"
"LC149708/JPN/cow/2010/O","JPN","cow",2010,"O","III-NORTHWEST-ZIMBABWE-NWZ","#C9C5E6"
"LC149709/JPN/cow/2010/O","JPN","cow",2010,"O","III-NORTHWEST-ZIMBABWE-NWZ","#BFBBDD"
"LC149710/JPN/cow/2010/O","JPN","cow",2010,"O","III-NORTHWEST-ZIMBABWE-NWZ","#ADA9CD"
"LC149711/JPN/cow/2010/O","JPN","cow",2010,"O","III-NORTHWEST-ZIMBABWE-NWZ","#C9C4E6"
"LC149712/JPN/cow/2010/O","JPN","cow",2010,"O","III-NORTHWEST-ZIMBABWE-NWZ","#B2ADD1"
"LC149713/JPN/cow/2010/O","JPN","cow",2010,"O","III-NORTHWEST-ZIMBABWE-NWZ","#C6C2E3"
"LC149716/JPN/cow/2010/O","JPN","cow",2010,"O","III-NORTHWEST-ZIMBABWE-NWZ","#AEA9CE"
"LC149717/JPN/cow/2010/O","JPN","cow",2010,"O","III-NORTHWEST-ZIMBABWE-NWZ","#ACA7CC"
"LC149718/JPN/cow/2010/O","JPN","cow",2010,"O","III-NORTHWEST-ZIMBABWE-NWZ","#B9B4D8"
"LC149719/JPN/cow/2010/O","JPN","cow",2010,"O","III-NORTHWEST-ZIMBABWE-NWZ","#D0CCEC"
"LC149720/JPN/pig/2010/O","JPN","pig",2010,"O","III-NORTHWEST-ZIMBABWE-NWZ","#ADA8CD"
"LC320038/MNG/cow/2015/O","MNG","cow",2015,"O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#B5B512"
"LC438822/MMR/cow/2016/O","MMR","cow",2016,"O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#B4B40F"
"LC438823/MMR/cow/2016/O","MMR","cow",2016,"O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#B3B30E"
"LC456870/GHA/cow/2018/O","GHA","cow",2018,"O","EAST-AFRICA-3-EA-3","#ED7E65"
"LC456871/GHA/cow/2018/O","GHA","cow",2018,"O","EAST-AFRICA-3-EA-3","#EA7559"
"LC456873/GHA/cow/2018/O","GHA","cow",2018,"O","EAST-AFRICA-3-EA-3","#EB795F"
"LC729870/THA/cow/2016/O","THA","cow",2016,"O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#B5B513"
"LC729871/THA/cow/2016/O","THA","cow",2016,"O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#B4B40F"
"LC729872/THA/pig/2016/O","THA","pig",2016,"O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#B5B512"
"MF143572/VNM/cattle/2012/O","VNM","cattle",2012,"O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#C9C942"
"MF143573/VNM/cattle/2012/O","VNM","cattle",2012,"O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#C8C842"
"MF143574/VNM/cattle/2012/O","VNM","cattle",2012,"O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#C8C841"
"MF143575/VNM/cattle/2012/O","VNM","cattle",2012,"O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#C8C841"
"MF143576/VNM/cattle/2013/O","VNM","cattle",2013,"O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#C8C841"
"MF143577/VNM/cattle/2013/O","VNM","cattle",2013,"O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#C8C840"
"MF143578/VNM/cattle/2013/O","VNM","cattle",2013,"O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#C7C740"
"MF461724/CHN/cattle/2017/O","CHN","cattle",2017,"O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#B4B410"
"MF947123/VNM/buffalo/2011/O","VNM","buffalo",2011,"O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#CACA47"
"MF947124/VNM/cattle/2012/O","VNM","cattle",2012,"O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#CACA45"
"MF947126/VNM/pig/2011/O","VNM","pig",2011,"O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#CACA46"
"MF947127/VNM/buffalo/2012/O","VNM","buffalo",2012,"O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#C9C943"
"MF947128/VNM/cattle/2010/O","VNM","cattle",2010,"O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#CACA46"
"MF947129/VNM/pig/2014/O","VNM","pig",2014,"O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#CACA45"
"MF947131/VNM/pig/2013/O","VNM","pig",2013,"O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#C7C73E"
"MF947132/VNM/buffalo/2015/O","VNM","buffalo",2015,"O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#C7C73F"
"MF947137/VNM/buffalo/2012/O","VNM","buffalo",2012,"O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#C9C943"
"MF947143/VNM/cattle/2013/O","VNM","cattle",2013,"O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#C7C73E"
"MG983683/DZA/unknown/2014/O","DZA","unknown",2014,"O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#BEBE28"
"MG983684/BGD/cattle/2009/O","BGD","cattle",2009,"O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#B6B614"
"MG983685/BHR/cattle/2015/O","BHR","cattle",2015,"O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#BFBF29"
"MG983686/BHR/cattle/2015/O","BHR","cattle",2015,"O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#C2C233"
"MG983687/BTN/cattle/2009/O","BTN","cattle",2009,"O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#B6B615"
"MG983688/BTN/cattle/2009/O","BTN","cattle",2009,"O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#B7B716"
