Position in JF749864/Unknown/Unknown/2003/SAT2, Recombination breakpoint number (200nt win), Upper 99% CI, Lower 99% CI, Upper 95% CI, Lower 95% CI
2207,0,4,0,3,0
2209,0,4,0,3,0
2211,0,4,0,3,0
2213,0,4,0,3,0
2215,0,4,0,3,0
2217,0,4,0,3,0
2219,0,4,0,3,0
2221,0,4,0,3,0
2223,0,4,0,3,0
2225,0,4,0,3,0
2227,0,4,0,3,0
2229,0,4,0,3,0
2231,0,4,0,3,0
2233,0,4,0,3,0
2235,0,4,0,3,0
2237,0,4,0,3,0
2239,0,4,0,3,0
2241,0,4,0,3,0
2243,0,4,0,3,0
2245,0,4,0,3,0
2247,0,4,0,3,0
2249,0,4,0,3,0
2251,0,4,0,3,0
2253,0,4,0,3,0
2255,0,5,0,3,0
2257,0,5,0,3,0
2259,0,5,0,3,0
2261,0,5,0,3,0
2263,0,5,0,3,0
2265,0,5,0,3,0
2267,0,5,0,3,0
2269,0,5,0,3,0
2271,0,5,0,3,0
2273,0,5,0,3,0
2275,0,5,0,3,0
2277,0,5,0,4,0
2279,0,5,0,4,0
2281,0,5,0,4,0
2283,0,5,0,4,0
2285,0,5,0,4,0
2287,0,5,0,4,0
2289,0,5,0,4,0
2291,0,5,0,4,0
2293,0,5,0,4,0
2295,0,5,0,4,0
2297,0,5,0,4,0
2299,0,5,0,4,0
2301,0,5,0,4,0
2303,0,5,0,4,0
2305,0,5,0,4,0
2307,0,5,0,4,0
2309,0,5,0,4,0
2311,0,5,0,4,0
2313,0,5,0,4,0
2315,0,5,0,4,0
2317,0,5,0,4,0
2319,0,5,0,4,0
2321,0,5,0,4,0
2323,0,5,0,4,0
2325,0,5,0,4,0
2327,0,5,0,4,0
2329,0,5,0,4,0
2331,0,5,0,4,0
2333,0,5,0,4,0
2335,0,5,0,4,0
2337,0,5,0,4,0
2339,0,5,0,4,0
2341,0,5,0,4,0
2343,0,5,0,4,0
2345,0,5,0,4,0
2347,0,5,0,4,0
2349,0,5,0,4,0
2351,0,5,0,4,0
2353,0,5,0,4,0
2355,0,5,0,4,0
2357,0,5,0,4,0
2359,0,5,0,4,0
2361,0,5,0,4,0
2363,0,5,0,4,0
2365,0,5,0,4,0
2367,0,5,0,4,0
2369,0,5,0,4,0
2371,0,5,0,4,0
2373,0,5,0,4,0
2375,0,5,0,4,0
2377,0,5,0,4,0
2379,0,5,0,4,0
2381,0,5,0,4,0
2383,0,5,0,4,0
2385,0,5,0,4,0
2387,0,5,0,4,0
2389,0,5,0,4,0
2391,0,5,0,4,0
2393,0,5,0,4,0
2395,0,5,0,4,0
2397,0,5,0,4,0
2399,0,5,0,4,0
2401,0,5,0,4,0
2403,0,5,0,4,0
2405,0,5,0,4,0
2407,0,5,0,4,0
2409,0,5,0,4,0
2411,0,5,0,4,0
2413,0,5,0,4,0
2415,0,5,0,4,0
2417,0,5,0,4,0
2419,0,5,0,4,0
2421,0,5,0,4,0
2423,0,5,0,4,0
2425,0,5,0,4,0
2427,0,5,0,4,0
2429,0,5,0,4,0
2431,0,5,0,4,0
2433,0,5,0,4,0
2435,0,5,0,4,0
2437,0,5,0,4,0
2439,0,5,0,4,0
2441,0,5,0,4,0
2443,0,5,0,4,0
2445,0,5,0,4,0
2447,0,5,0,4,0
2449,0,5,0,4,0
2451,0,5,0,4,0
2453,0,5,0,4,0
2455,0,5,0,4,0
2457,0,5,0,4,0
2459,0,5,0,4,0
2461,0,5,0,4,0
2463,0,5,0,4,0
2465,0,5,0,4,0
2467,0,5,0,4,0
2469,0,5,0,3,0
2471,0,5,0,3,0
2473,0,4,0,3,0
2475,1,4,0,3,0
2477,1,4,0,3,0
2479,1,4,0,3,0
2481,1,4,0,3,0
2483,1,4,0,3,0
2485,1,4,0,3,0
2487,1,4,0,3,0
2489,1,4,0,3,0
2491,1,5,0,3,0
2493,1,5,0,3,0
2495,1,4,0,3,0
2497,1,4,0,3,0
2499,1,4,0,3,0
2501,1,4,0,3,0
2503,1,4,0,3,0
2505,1,4,0,3,0
2507,1,4,0,3,0
2509,1,4,0,3,0
2511,1,4,0,3,0
2513,1,4,0,3,0
2515,1,4,0,3,0
2517,1,4,0,3,0
2519,1,4,0,3,0
2521,1,4,0,3,0
2523,1,4,0,3,0
2525,1,4,0,3,0
2527,1,4,0,3,0
2529,1,4,0,3,0
2531,1,4,0,3,0
2533,1,4,0,3,0
2535,1,4,0,3,0
2537,1,4,0,3,0
2539,1,4,0,3,0
2541,1,4,0,3,0
2543,1,4,0,3,0
2545,1,4,0,3,0
2547,1,4,0,3,0
2549,1,4,0,3,0
2551,1,4,0,3,0
2553,1,4,0,3,0
2555,1,4,0,3,0
2557,1,4,0,3,0
2559,1,4,0,3,0
2561,1,4,0,3,0
2563,1,4,0,3,0
2565,1,4,0,3,0
2567,1,4,0,3,0
2569,1,4,0,3,0
2571,1,4,0,3,0
2573,1,4,0,3,0
2575,1,4,0,3,0
2577,1,4,0,3,0
2579,1,4,0,3,0
2581,1,4,0,3,0
2583,1,4,0,3,0
2585,1,4,0,3,0
2587,1,4,0,3,0
2589,1,4,0,3,0
2591,1,4,0,3,0
2593,1,4,0,3,0
2595,1,4,0,3,0
2597,1,4,0,3,0
2599,1,4,0,3,0
2601,1,4,0,3,0
2603,1,4,0,3,0
2605,1,4,0,3,0
2607,1,4,0,3,0
2609,1,4,0,3,0
2611,1,4,0,3,0
2613,1,4,0,3,0
2615,1,4,0,3,0
2617,1,4,0,3,0
2619,1,4,0,3,0
2621,1,4,0,3,0
2623,1,4,0,3,0
2625,1,4,0,3,0
2627,1,4,0,3,0
2629,1,4,0,3,0
2631,1,4,0,3,0
2633,1,4,0,3,0
2635,1,4,0,3,0
2637,1,4,0,3,0
2639,1,4,0,3,0
2641,1,4,0,3,0
2643,2,4,0,3,0
2645,2,4,0,3,0
2647,2,4,0,3,0
2649,2,4,0,3,0
2651,3,4,0,3,0
2653,3,4,0,3,0
2655,3,4,0,3,0
2657,3,4,0,3,0
2659,3,4,0,3,0
2661,4,4,0,3,0
2663,4,4,0,3,0
2665,4,4,0,3,0
2667,4,4,0,3,0
2669,4,4,0,3,0
2671,4,4,0,3,0
2673,4,4,0,3,0
2675,3,4,0,3,0
2677,3,4,0,3,0
2679,3,4,0,3,0
2681,3,4,0,3,0
2683,3,4,0,3,0
2685,3,4,0,3,0
2687,3,4,0,3,0
2689,3,4,0,3,0
2691,3,4,0,3,0
2693,3,4,0,3,0
2695,3,4,0,3,0
2697,3,4,0,3,0
2699,3,4,0,3,0
2701,3,4,0,3,0
2703,3,4,0,3,0
2705,3,4,0,3,0
2707,3,4,0,3,0
2709,3,4,0,3,0
2711,3,4,0,3,0
2713,3,4,0,3,0
2715,3,4,0,3,0
2717,3,4,0,3,0
2719,3,4,0,3,0
2721,3,4,0,3,0
2723,3,4,0,3,0
2725,3,4,0,3,0
2727,3,4,0,3,0
2729,3,4,0,3,0
2731,3,4,0,3,0
2733,3,4,0,3,0
2735,3,4,0,3,0
2737,3,4,0,3,0
2739,3,4,0,3,0
2741,3,4,0,3,0
2743,3,4,0,3,0
2745,3,4,0,3,0
2747,3,4,0,3,0
2749,3,4,0,3,0
2751,3,4,0,3,0
2753,3,4,0,3,0
2755,3,4,0,3,0
2757,3,4,0,3,0
2759,3,4,0,3,0
2761,3,4,0,3,0
2763,3,4,0,3,0
2765,3,4,0,3,0
2767,3,4,0,3,0
2769,3,4,0,3,0
2771,3,4,0,3,0
2773,3,4,0,3,0
2775,3,4,0,3,0
2777,3,4,0,3,0
2779,3,4,0,3,0
2781,3,4,0,3,0
2783,3,4,0,3,0
2785,3,4,0,3,0
2787,3,4,0,3,0
2789,3,4,0,3,0
2791,3,4,0,3,0
2793,3,4,0,3,0
2795,3,4,0,3,0
2797,3,4,0,3,0
2799,3,4,0,3,0
2801,3,4,0,3,0
2803,3,4,0,3,0
2805,3,4,0,3,0
2807,3,4,0,3,0
2809,3,4,0,3,0
2811,3,4,0,3,0
2813,3,4,0,3,0
2815,3,4,0,3,0
2817,3,4,0,3,0
2819,3,4,0,3,0
2821,3,4,0,3,0
2823,4,4,0,3,0
2825,4,4,0,3,0
2827,4,4,0,3,0
2829,4,4,0,3,0
2831,4,4,0,3,0
2833,4,4,0,3,0
2835,4,4,0,3,0
2837,4,4,0,3,0
2839,4,4,0,3,0
2841,4,4,0,3,0
2843,3,4,0,3,0
2845,3,4,0,3,0
2847,3,4,0,3,0
2849,3,4,0,3,0
2851,3,4,0,3,0
2853,2,4,0,3,0
2855,2,4,0,3,0
2857,2,4,0,3,0
2859,2,4,0,3,0
2861,1,4,0,3,0
2863,1,4,0,3,0
2865,1,4,0,3,0
2867,1,4,0,3,0
2869,1,4,0,3,0
2871,1,4,0,3,0
2873,1,4,0,3,0
2875,1,4,0,3,0
2877,1,3,0,2,0
2879,1,3,0,2,0
2881,1,3,0,2,0
2883,1,3,0,2,0
2885,1,3,0,2,0
2887,1,3,0,2,0
2889,1,3,0,2,0
2891,1,3,0,2,0
2893,1,3,0,2,0
2895,1,3,0,2,0
2897,1,3,0,2,0
2899,1,3,0,2,0
2901,1,3,0,2,0
2903,1,3,0,2,0
2905,1,3,0,2,0
2907,1,3,0,2,0
2909,1,3,0,2,0
2911,1,3,0,2,0
2913,1,3,0,2,0
2915,1,3,0,2,0
2917,1,3,0,2,0
2919,1,3,0,2,0
2921,1,3,0,2,0
2923,1,3,0,2,0
2925,1,3,0,2,0
2927,1,3,0,2,0
2929,1,3,0,2,0
2931,1,3,0,2,0
2933,2,3,0,2,0
2935,2,3,0,2,0
2937,2,3,0,2,0
2939,2,3,0,2,0
2941,2,3,0,2,0
2943,2,3,0,2,0
2945,2,3,0,2,0
2947,2,3,0,2,0
2949,3,3,0,2,0
2951,3,3,0,2,0
2953,3,3,0,2,0
2955,3,3,0,2,0
2957,3,3,0,2,0
2959,3,3,0,2,0
2961,3,3,0,2,0
2963,3,3,0,2,0
2965,3,3,0,2,0
2967,3,3,0,2,0
2969,3,3,0,2,0
2971,3,3,0,2,0
2973,3,3,0,2,0
2975,3,3,0,2,0
2977,3,3,0,2,0
2979,3,3,0,2,0
2981,3,3,0,2,0
2983,3,3,0,2,0
2985,3,3,0,2,0
2987,3,3,0,2,0
2989,3,3,0,2,0
2991,3,3,0,2,0
2993,3,3,0,2,0
2995,3,3,0,2,0
2997,3,3,0,2,0
2999,3,3,0,2,0
3001,3,3,0,2,0
3003,3,3,0,2,0
3005,3,3,0,2,0
3007,3,3,0,2,0
3009,3,3,0,2,0
3011,3,3,0,2,0
3013,3,3,0,2,0
3015,3,3,0,2,0
3017,3,3,0,2,0
3019,3,3,0,2,0
3021,3,3,0,2,0
3023,2,3,0,2,0
3025,2,3,0,2,0
3027,2,3,0,2,0
3029,2,3,0,2,0
3031,2,3,0,2,0
3033,2,3,0,2,0
3035,2,3,0,2,0
3037,2,3,0,2,0
3039,2,3,0,2,0
3041,2,3,0,2,0
3043,2,3,0,2,0
3045,2,3,0,2,0
3047,2,3,0,2,0
3049,2,3,0,2,0
3051,2,3,0,2,0
3053,2,3,0,2,0
3055,2,3,0,2,0
3057,2,3,0,2,0
3059,2,3,0,2,0
3061,2,3,0,2,0
3063,2,3,0,2,0
3065,2,3,0,2,0
3067,2,3,0,2,0
3069,2,3,0,2,0
3071,2,3,0,2,0
3073,2,3,0,2,0
3075,2,3,0,2,0
3077,2,3,0,2,0
3079,2,3,0,2,0
3081,2,3,0,2,0
3083,2,3,0,2,0
3085,2,3,0,2,0
3087,2,3,0,2,0
3089,2,3,0,2,0
3091,2,3,0,2,0
3093,2,3,0,2,0
3095,2,3,0,2,0
3097,2,3,0,2,0
3099,2,3,0,2,0
3101,2,3,0,2,0
3103,2,3,0,2,0
3105,2,3,0,2,0
3107,2,3,0,2,0
3109,2,3,0,2,0
3111,2,3,0,2,0
3113,2,2,0,2,0
3115,2,2,0,2,0
3117,2,2,0,2,0
3119,2,2,0,2,0
3121,2,2,0,2,0
3123,2,2,0,2,0
3125,2,2,0,2,0
3127,2,2,0,2,0
3129,2,2,0,2,0
3131,2,2,0,2,0
3133,1,2,0,2,0
3135,1,2,0,2,0
3137,1,2,0,2,0
3139,1,2,0,2,0
3141,1,2,0,2,0
3143,2,2,0,2,0
3145,2,2,0,2,0
3147,2,2,0,2,0
3149,1,2,0,2,0
3151,1,2,0,2,0
3153,1,2,0,2,0
3155,1,2,0,2,0
3157,1,2,0,2,0
3159,1,2,0,2,0
3161,1,2,0,2,0
3163,1,2,0,2,0
3165,1,2,0,2,0
3167,1,2,0,2,0
3169,1,2,0,2,0
3171,1,2,0,2,0
3173,1,2,0,2,0
3175,1,2,0,2,0
3177,1,2,0,2,0
3179,1,2,0,2,0
3181,1,2,0,2,0
3183,1,2,0,2,0
3185,1,2,0,2,0
3187,1,3,0,2,0
3189,1,2,0,2,0
3191,1,2,0,2,0
3193,1,2,0,2,0
3195,1,2,0,2,0
3197,1,2,0,2,0
3199,1,2,0,2,0
3201,1,3,0,2,0
3203,1,3,0,2,0
3205,1,3,0,2,0
3207,1,3,0,2,0
3209,1,3,0,2,0
3211,1,3,0,2,0
3213,1,3,0,2,0
3215,1,3,0,2,0
3217,1,3,0,2,0
3219,1,3,0,2,0
3221,1,3,0,2,0
3223,1,3,0,2,0
3225,1,3,0,2,0
3227,1,3,0,2,0
3229,1,3,0,2,0
3231,1,3,0,2,0
3233,1,3,0,2,0
3235,1,3,0,2,0
3237,1,3,0,2,0
3239,1,3,0,2,0
3241,1,3,0,2,0
3243,1,3,0,2,0
3245,1,3,0,2,0
3247,1,3,0,2,0
3249,1,3,0,2,0
3251,1,3,0,2,0
3253,1,3,0,2,0
3255,1,3,0,2,0
3257,1,3,0,2,0
3259,1,3,0,2,0
3261,1,3,0,2,0
3263,1,3,0,2,0
3265,1,3,0,2,0
3267,1,3,0,2,0
3269,1,3,0,2,0
3271,1,3,0,2,0
3273,1,3,0,2,0
3275,1,3,0,2,0
3277,1,3,0,2,0
3279,1,3,0,2,0
3281,1,3,0,2,0
3283,1,3,0,2,0
3285,1,3,0,2,0
3287,1,3,0,2,0
3289,1,3,0,2,0
3291,1,3,0,2,0
3293,1,3,0,2,0
3295,1,3,0,2,0
3297,1,3,0,2,0
3299,1,3,0,2,0
3301,1,3,0,2,0
3303,1,3,0,2,0
3305,1,3,0,2,0
3307,1,3,0,2,0
3309,1,3,0,2,0
3311,1,3,0,2,0
3313,1,3,0,2,0
3315,1,3,0,2,0
3317,1,3,0,2,0
3319,1,3,0,2,0
3321,1,3,0,2,0
3323,1,3,0,2,0
3325,1,3,0,2,0
3327,1,3,0,2,0
3329,1,3,0,2,0
3331,1,3,0,2,0
3333,1,3,0,2,0
3335,1,3,0,2,0
3337,1,3,0,2,0
3339,1,3,0,2,0
3341,1,3,0,2,0
3343,0,3,0,2,0
3345,0,3,0,2,0
3347,0,3,0,2,0
3349,0,3,0,2,0
3351,1,3,0,2,0
3353,1,3,0,2,0
3355,1,3,0,2,0
3357,1,3,0,2,0
3359,1,3,0,2,0
3361,1,3,0,2,0
3363,1,3,0,2,0
3365,1,3,0,2,0
3367,1,3,0,2,0
3369,1,3,0,2,0
3371,1,3,0,2,0
3373,1,3,0,2,0
3375,1,3,0,2,0
3377,1,3,0,2,0
3379,1,3,0,2,0
3381,1,3,0,2,0
3383,1,3,0,2,0
3385,1,3,0,2,0
3387,1,3,0,2,0
3389,1,3,0,2,0
3391,1,3,0,2,0
3393,1,3,0,2,0
3395,1,3,0,2,0
3397,1,3,0,2,0
3399,1,3,0,2,0
3401,1,3,0,2,0
3403,1,3,0,2,0
3405,1,3,0,2,0
3407,1,3,0,2,0
3409,1,3,0,2,0
3411,1,3,0,2,0
3413,1,3,0,2,0
3415,1,3,0,2,0
3417,1,3,0,2,0
3419,1,3,0,2,0
3421,1,3,0,2,0
3423,1,3,0,2,0
3425,1,3,0,2,0
3427,1,3,0,2,0
3429,1,3,0,2,0
3431,1,3,0,2,0
3433,1,3,0,2,0
3435,1,3,0,2,0
3437,1,3,0,2,0
3439,1,3,0,2,0
3441,1,3,0,2,0
3443,1,3,0,2,0
3445,1,3,0,2,0
3447,1,3,0,2,0
3449,1,3,0,2,0
3451,1,3,0,2,0
3453,1,3,0,2,0
3455,1,3,0,2,0
3457,1,3,0,2,0
3459,1,3,0,2,0
3461,1,3,0,2,0
3463,1,3,0,2,0
3465,1,3,0,2,0
3467,1,3,0,2,0
3469,1,3,0,2,0
3471,1,3,0,2,0
3473,2,3,0,2,0
3475,2,3,0,2,0
3477,2,3,0,2,0
3479,2,3,0,2,0
3481,2,3,0,2,0
3483,2,3,0,2,0
3485,2,3,0,2,0
3487,2,3,0,2,0
3489,2,3,0,2,0
3491,2,3,0,2,0
3493,2,3,0,2,0
3495,2,3,0,2,0
3497,2,3,0,2,0
3499,2,3,0,2,0
3501,2,3,0,2,0
3503,2,3,0,2,0
3505,2,3,0,2,0
3507,2,3,0,2,0
3509,2,3,0,2,0
3511,2,3,0,2,0
3513,2,3,0,2,0
3515,2,3,0,2,0
3517,2,3,0,2,0
3519,2,3,0,2,0
3521,2,3,0,2,0
3523,2,3,0,2,0
3525,2,3,0,2,0
3527,2,3,0,2,0
3529,2,3,0,2,0
3531,2,3,0,2,0
3533,2,3,0,2,0
3535,2,3,0,2,0
3537,2,3,0,2,0
3539,2,3,0,2,0
3541,2,3,0,2,0
3543,2,3,0,2,0
3545,2,3,0,2,0
3547,2,3,0,2,0
3549,2,3,0,2,0
3551,1,3,0,2,0
3553,1,3,0,2,0
3555,1,3,0,2,0
3557,1,3,0,2,0
3559,1,3,0,2,0
3561,1,3,0,2,0
3563,1,3,0,2,0
3565,1,3,0,2,0
3567,1,3,0,2,0
3569,1,3,0,2,0
3571,1,3,0,2,0
3573,1,3,0,2,0
3575,1,3,0,2,0
3577,1,3,0,2,0
3579,1,3,0,2,0
3581,1,3,0,2,0
3583,1,3,0,2,0
3585,1,3,0,2,0
3587,1,3,0,2,0
3589,1,3,0,2,0
3591,1,3,0,2,0
3593,1,3,0,2,0
3595,1,3,0,2,0
3597,1,3,0,2,0
3599,1,3,0,2,0
3601,1,3,0,2,0
3603,1,3,0,2,0
3605,1,3,0,2,0
3607,1,3,0,2,0
3609,1,3,0,2,0
3611,1,3,0,2,0
3613,1,3,0,2,0
3615,1,3,0,2,0
3617,1,3,0,2,0
3619,1,3,0,2,0
3621,1,3,0,2,0
3623,1,3,0,2,0
3625,1,3,0,2,0
3627,1,3,0,2,0
3629,1,3,0,2,0
3631,1,3,0,2,0
3633,1,3,0,2,0
3635,1,3,0,2,0
3637,1,3,0,2,0
3639,1,3,0,2,0
3641,1,3,0,2,0
3643,1,3,0,2,0
3645,1,3,0,2,0
3647,1,3,0,2,0
3649,1,3,0,2,0
3651,1,3,0,2,0
3653,1,3,0,2,0
3655,1,3,0,2,0
3657,1,3,0,2,0
3659,1,3,0,2,0
3661,1,3,0,2,0
3663,1,3,0,2,0
3665,1,3,0,2,0
3667,1,3,0,2,0
3669,1,3,0,2,0
3671,1,3,0,2,0
3673,0,3,0,2,0
3675,0,3,0,2,0
3677,0,3,0,2,0
3679,0,3,0,2,0
3681,0,3,0,2,0
3683,0,3,0,2,0
3685,0,3,0,2,0
3687,0,3,0,2,0
3689,0,3,0,2,0
3691,0,3,0,2,0
3693,0,3,0,2,0
3695,0,3,0,2,0
3697,0,3,0,2,0
3699,1,3,0,2,0
3701,1,3,0,2,0
3703,1,3,0,2,0
3705,1,3,0,2,0
3707,1,3,0,2,0
3709,1,3,0,2,0
3711,1,3,0,2,0
3713,1,3,0,2,0
3715,1,3,0,2,0
3717,1,3,0,2,0
3719,1,3,0,2,0
3721,1,3,0,2,0
3723,1,3,0,2,0
3725,1,3,0,2,0
3727,1,3,0,2,0
3729,1,4,0,2,0
3731,1,4,0,2,0
3733,1,4,0,2,0
3735,1,4,0,2,0
3737,1,3,0,2,0
3739,1,3,0,2,0
3741,1,3,0,2,0
3743,1,3,0,2,0
3745,1,3,0,2,0
3747,1,3,0,2,0
3749,1,3,0,2,0
3751,1,3,0,2,0
3753,1,3,0,2,0
3755,1,3,0,2,0
3757,1,3,0,2,0
3759,1,3,0,2,0
3761,1,3,0,2,0
3763,1,3,0,2,0
3765,1,3,0,2,0
3767,1,3,0,2,0
3769,1,3,0,2,0
3771,1,3,0,2,0
3773,1,3,0,2,0
3775,1,3,0,2,0
3777,1,3,0,2,0
3779,1,3,0,2,0
3781,1,3,0,2,0
3783,1,3,0,2,0
3785,1,3,0,2,0
3787,1,3,0,2,0
3789,1,3,0,2,0
3791,1,3,0,2,0
3793,1,3,0,2,0
3795,1,3,0,2,0
3797,1,3,0,2,0
3799,1,3,0,2,0
3801,1,3,0,2,0
3803,1,3,0,2,0
3805,1,3,0,2,0
3807,1,3,0,2,0
3809,1,3,0,2,0
3811,1,3,0,2,0
3813,1,3,0,2,0
3815,1,3,0,2,0
3817,1,3,0,2,0
3819,1,3,0,2,0
3821,1,3,0,2,0
3823,1,3,0,2,0
3825,1,3,0,2,0
3827,1,3,0,2,0
3829,1,3,0,2,0
3831,1,3,0,2,0
3833,1,3,0,2,0
3835,1,3,0,2,0
3837,1,3,0,2,0
3839,1,3,0,2,0
3841,1,3,0,2,0
3843,1,3,0,2,0
3845,1,3,0,2,0
3847,1,3,0,2,0
3849,1,3,0,2,0
3851,1,3,0,2,0
3853,1,3,0,2,0
3855,1,3,0,2,0
3857,1,3,0,2,0
3859,1,3,0,2,0
3861,1,3,0,2,0
3863,1,3,0,2,0
3865,1,3,0,2,0
3867,1,3,0,2,0
3869,1,3,0,2,0
3871,1,3,0,2,0
3873,1,3,0,2,0
3875,1,3,0,2,0
3877,1,3,0,2,0
3879,1,3,0,2,0
3881,1,3,0,2,0
3883,1,3,0,2,0
3885,1,3,0,2,0
3887,1,3,0,2,0
3889,1,3,0,2,0
3891,1,3,0,2,0
3893,1,3,0,2,0
3895,1,3,0,2,0
3897,1,3,0,2,0
3899,0,3,0,2,0
3901,0,3,0,2,0
3903,0,3,0,2,0
3905,0,3,0,2,0
3907,0,3,0,2,0
3909,0,3,0,2,0
3911,0,3,0,2,0
3913,0,3,0,2,0
3915,0,3,0,2,0
3917,0,3,0,2,0
3919,0,3,0,2,0
3921,0,3,0,2,0
3923,0,3,0,2,0
3925,0,3,0,2,0
3927,0,3,0,2,0
3929,0,3,0,2,0
3931,0,3,0,2,0
3933,0,3,0,2,0
3935,0,3,0,2,0
3937,0,3,0,2,0
3939,0,3,0,2,0
3941,0,3,0,2,0
3943,0,3,0,2,0
3945,0,3,0,2,0
3947,0,3,0,2,0
3949,0,3,0,2,0
3951,0,3,0,2,0
3953,0,3,0,2,0
3955,0,3,0,2,0
3957,0,3,0,2,0
3959,0,3,0,2,0
3961,0,3,0,2,0
3963,0,3,0,2,0
3965,0,3,0,2,0
3967,0,3,0,2,0
3969,0,3,0,2,0
3971,0,3,0,2,0
3973,0,3,0,2,0
3975,0,3,0,2,0
3977,0,3,0,2,0
3979,0,3,0,2,0
3981,0,3,0,2,0
3983,0,3,0,2,0
3985,0,3,0,2,0
3987,0,3,0,2,0
3989,0,3,0,2,0
3991,0,3,0,2,0
3993,0,3,0,2,0
3995,0,3,0,2,0
3997,0,3,0,2,0
3999,0,3,0,2,0
4001,0,3,0,2,0
4003,0,3,0,2,0
4005,0,3,0,2,0
4007,0,3,0,2,0
4009,0,3,0,2,0
4011,0,3,0,2,0
4013,0,3,0,2,0
4015,0,3,0,2,0
4017,0,3,0,2,0
4019,0,3,0,2,0
4021,0,3,0,2,0
4023,0,3,0,2,0
4025,0,3,0,2,0
4027,1,3,0,2,0
4029,1,4,0,2,0
4031,1,4,0,2,0
4033,1,4,0,2,0
4035,1,4,0,2,0
4037,1,3,0,2,0
4039,1,3,0,2,0
4041,1,4,0,3,0
4043,1,4,0,3,0
4045,1,4,0,3,0
4047,1,4,0,3,0
4049,1,4,0,3,0
4051,1,4,0,3,0
4053,1,4,0,3,0
4055,1,4,0,3,0
4057,1,4,0,3,0
4059,1,4,0,3,0
4061,1,4,0,3,0
4063,1,4,0,3,0
4065,1,4,0,3,0
4067,1,4,0,3,0
4069,1,4,0,3,0
4071,1,4,0,3,0
4073,1,4,0,3,0
4075,1,4,0,3,0
4077,1,4,0,3,0
4079,1,4,0,3,0
4081,1,4,0,3,0
4083,2,4,0,3,0
4085,2,4,0,3,0
4087,2,4,0,3,0
4089,2,4,0,3,0
4091,2,4,0,3,0
4093,2,4,0,3,0
4095,2,4,0,3,0
4097,2,4,0,3,0
4099,2,4,0,3,0
4101,3,4,0,3,0
4103,3,4,0,3,0
4105,3,4,0,3,0
4107,3,4,0,3,0
4109,3,4,0,3,0
4111,3,4,0,3,0
4113,3,4,0,3,0
4115,3,4,0,3,0
4117,3,4,0,3,0
4119,3,4,0,3,0
4121,3,4,0,3,0
4123,3,4,0,3,0
4125,3,4,0,3,0
4127,3,4,0,3,0
4129,3,4,0,3,0
4131,3,4,0,3,0
4133,3,4,0,3,0
4135,3,4,0,3,0
4137,3,4,0,3,0
4139,3,4,0,3,0
4141,3,4,0,3,0
4143,3,4,0,3,0
4145,3,4,0,3,0
4147,3,4,0,3,0
4149,3,4,0,3,0
4151,3,4,0,3,0
4153,4,4,0,3,0
4155,4,4,0,3,0
4157,4,4,0,3,0
4159,4,4,0,3,0
4161,4,4,0,3,0
4163,4,4,0,3,0
4165,4,4,0,3,0
4167,4,4,0,3,0
4169,4,4,0,3,0
4171,4,4,0,3,0
4173,4,4,0,3,0
4175,4,4,0,3,0
4177,4,4,0,3,0
4179,4,4,0,3,0
4181,4,4,0,3,0
4183,4,4,0,3,0
4185,4,4,0,3,0
4187,4,4,0,3,0
4189,4,4,0,3,0
4191,5,4,0,3,0
4193,5,4,0,3,0
4195,5,4,0,3,0
4197,5,4,0,3,0
4199,5,4,0,3,0
4201,5,4,0,3,0
4203,5,4,0,3,0
4205,5,4,0,3,0
4207,5,4,0,3,0
4209,5,4,0,3,0
4211,5,4,0,3,0
4213,5,4,0,3,0
4215,5,4,0,3,0
4217,5,4,0,3,0
4219,5,4,0,3,0
4221,5,4,0,3,0
4223,5,4,0,3,0
4225,5,4,0,3,0
4227,4,4,0,3,0
4229,4,4,0,3,0
4231,4,4,0,3,0
4233,4,4,0,3,0
4235,4,4,0,3,0
4237,4,4,0,3,0
4239,4,4,0,3,0
4241,4,4,0,3,0
4243,4,4,0,3,0
4245,4,4,0,3,0
4247,4,4,0,3,0
4249,4,4,0,3,0
4251,4,4,0,3,0
4253,4,4,0,3,0
4255,4,4,0,3,0
4257,4,4,0,3,0
4259,4,4,0,3,0
4261,4,4,0,3,0
4263,4,4,0,3,0
4265,4,4,0,3,0
4267,4,4,0,3,0
4269,4,4,0,3,0
4271,4,4,0,3,0
4273,4,4,0,3,0
4275,4,4,0,3,0
4277,4,4,0,3,0
4279,4,4,0,3,0
4281,4,4,0,3,0
4283,3,4,0,3,0
4285,3,4,0,3,0
4287,3,4,0,3,0
4289,3,4,0,3,0
4291,3,4,0,3,0
4293,3,4,0,3,0
4295,3,4,0,3,0
4297,3,4,0,3,0
4299,3,4,0,3,0
4301,2,4,0,3,0
4303,2,4,0,3,0
4305,2,4,0,3,0
4307,2,4,0,3,0
4309,2,4,0,3,0
4311,2,4,0,3,0
4313,2,4,0,3,0
4315,2,4,0,3,0
4317,2,4,0,3,0
4319,2,4,0,3,0
4321,2,4,0,3,0
4323,2,4,0,3,0
4325,2,4,0,3,0
4327,2,4,0,3,0
4329,2,4,0,3,0
4331,2,4,0,3,0
4333,2,4,0,3,0
4335,2,4,0,3,0
4337,2,4,0,3,0
4339,2,4,0,3,0
4341,2,4,0,3,0
4343,2,4,0,3,0
4345,2,4,0,3,0
